c0,c1,c2,level,bpp,mse
88, 168, 96, 1, 0.4314, 130.9871, kodak/kodim08.png
88, 168, 96, 1, 0.2543, 83.9053, kodak/kodim21.png
88, 168, 96, 1, 0.3074, 117.4186, kodak/kodim18.png
88, 168, 96, 1, 0.1611, 57.5554, kodak/kodim15.png
88, 168, 96, 1, 0.1481, 43.7967, kodak/kodim09.png
88, 168, 96, 1, 0.1706, 57.6810, kodak/kodim17.png
88, 168, 96, 1, 0.1569, 49.5121, kodak/kodim20.png
88, 168, 96, 1, 0.1336, 47.0007, kodak/kodim12.png
88, 168, 96, 1, 0.2049, 87.1702, kodak/kodim22.png
88, 168, 96, 1, 0.1877, 72.0846, kodak/kodim19.png
88, 168, 96, 1, 0.1479, 58.6766, kodak/kodim02.png
88, 168, 96, 1, 0.1537, 50.4240, kodak/kodim10.png
88, 168, 96, 1, 0.4145, 118.5987, kodak/kodim05.png
88, 168, 96, 1, 0.1301, 35.2850, kodak/kodim23.png
88, 168, 96, 1, 0.2214, 82.8221, kodak/kodim11.png
88, 168, 96, 1, 0.3101, 117.1421, kodak/kodim24.png
88, 168, 96, 1, 0.3501, 126.2768, kodak/kodim01.png
88, 168, 96, 1, 0.1602, 61.1770, kodak/kodim04.png
88, 168, 96, 1, 0.2875, 107.8290, kodak/kodim14.png
88, 168, 96, 1, 0.4936, 194.8258, kodak/kodim13.png
88, 168, 96, 1, 0.2608, 94.5970, kodak/kodim06.png
88, 168, 96, 1, 0.1547, 64.3642, kodak/kodim16.png
88, 168, 96, 1, 0.1929, 51.7048, kodak/kodim07.png
88, 168, 96, 2, 0.1883, 34.8776, kodak/kodim03.png
88, 168, 96, 2, 0.6124, 93.3480, kodak/kodim08.png
88, 168, 96, 2, 0.3755, 62.3358, kodak/kodim21.png
88, 168, 96, 2, 0.4675, 82.3146, kodak/kodim18.png
88, 168, 96, 2, 0.2344, 47.8093, kodak/kodim15.png
88, 168, 96, 2, 0.2052, 38.0589, kodak/kodim09.png
88, 168, 96, 2, 0.2452, 45.6142, kodak/kodim17.png
88, 168, 96, 2, 0.2288, 44.2829, kodak/kodim20.png
88, 168, 96, 2, 0.1925, 42.7944, kodak/kodim12.png
88, 168, 96, 2, 0.3242, 67.3891, kodak/kodim22.png
88, 168, 96, 2, 0.2861, 57.9140, kodak/kodim19.png
88, 168, 96, 2, 0.2205, 49.7066, kodak/kodim02.png
88, 168, 96, 2, 0.2168, 42.2826, kodak/kodim10.png
88, 168, 96, 2, 0.5943, 81.4236, kodak/kodim05.png
88, 168, 96, 2, 0.1745, 32.6391, kodak/kodim23.png
88, 168, 96, 2, 0.3360, 63.4585, kodak/kodim11.png
88, 168, 96, 2, 0.4660, 82.8832, kodak/kodim24.png
88, 168, 96, 2, 0.5511, 88.7559, kodak/kodim01.png
88, 168, 96, 2, 0.2351, 50.3464, kodak/kodim04.png
88, 168, 96, 2, 0.4375, 78.8958, kodak/kodim14.png
88, 168, 96, 2, 0.7713, 130.6910, kodak/kodim13.png
88, 168, 96, 2, 0.3985, 69.7233, kodak/kodim06.png
88, 168, 96, 2, 0.2421, 51.2952, kodak/kodim16.png
88, 168, 96, 2, 0.2697, 40.6479, kodak/kodim07.png
88, 168, 96, 3, 0.2687, 18.0677, kodak/kodim03.png
88, 168, 96, 3, 0.8623, 54.3992, kodak/kodim08.png
88, 168, 96, 3, 0.5398, 34.6543, kodak/kodim21.png
88, 168, 96, 3, 0.6834, 47.7068, kodak/kodim18.png
88, 168, 96, 3, 0.3435, 27.1813, kodak/kodim15.png
88, 168, 96, 3, 0.2861, 20.2585, kodak/kodim09.png
88, 168, 96, 3, 0.3531, 25.4452, kodak/kodim17.png
88, 168, 96, 3, 0.3339, 23.9270, kodak/kodim20.png
88, 168, 96, 3, 0.2842, 23.6066, kodak/kodim12.png
88, 168, 96, 3, 0.4986, 39.2100, kodak/kodim22.png
88, 168, 96, 3, 0.4384, 32.8138, kodak/kodim19.png
88, 168, 96, 3, 0.3390, 30.0764, kodak/kodim02.png
88, 168, 96, 3, 0.3069, 22.7412, kodak/kodim10.png
88, 168, 96, 3, 0.8315, 45.8096, kodak/kodim05.png
88, 168, 96, 3, 0.2351, 17.4233, kodak/kodim23.png
88, 168, 96, 3, 0.5059, 36.0949, kodak/kodim11.png
88, 168, 96, 3, 0.6774, 45.9862, kodak/kodim24.png
88, 168, 96, 3, 0.8207, 49.8594, kodak/kodim01.png
88, 168, 96, 3, 0.3535, 28.8288, kodak/kodim04.png
88, 168, 96, 3, 0.6544, 45.3141, kodak/kodim14.png
88, 168, 96, 3, 1.1362, 72.7302, kodak/kodim13.png
88, 168, 96, 3, 0.5898, 38.4622, kodak/kodim06.png
88, 168, 96, 3, 0.3743, 27.9164, kodak/kodim16.png
88, 168, 96, 3, 0.3714, 20.8488, kodak/kodim07.png
88, 168, 96, 4, 0.3716, 11.2573, kodak/kodim03.png
88, 168, 96, 4, 1.1788, 33.3934, kodak/kodim08.png
88, 168, 96, 4, 0.7411, 21.5997, kodak/kodim21.png
88, 168, 96, 4, 0.9495, 29.8926, kodak/kodim18.png
88, 168, 96, 4, 0.4941, 17.3246, kodak/kodim15.png
88, 168, 96, 4, 0.3894, 13.1193, kodak/kodim09.png
88, 168, 96, 4, 0.4964, 16.2711, kodak/kodim17.png
88, 168, 96, 4, 0.4716, 14.5343, kodak/kodim20.png
88, 168, 96, 4, 0.4166, 14.7026, kodak/kodim12.png
88, 168, 96, 4, 0.7270, 24.8565, kodak/kodim22.png
88, 168, 96, 4, 0.6381, 20.9142, kodak/kodim19.png
88, 168, 96, 4, 0.5199, 19.5706, kodak/kodim02.png
88, 168, 96, 4, 0.4277, 14.4924, kodak/kodim10.png
88, 168, 96, 4, 1.1160, 28.1886, kodak/kodim05.png
88, 168, 96, 4, 0.3187, 11.5216, kodak/kodim23.png
88, 168, 96, 4, 0.7302, 22.2377, kodak/kodim11.png
88, 168, 96, 4, 0.9310, 28.0324, kodak/kodim24.png
88, 168, 96, 4, 1.1470, 29.6059, kodak/kodim01.png
88, 168, 96, 4, 0.5191, 18.3053, kodak/kodim04.png
88, 168, 96, 4, 0.9376, 27.8287, kodak/kodim14.png
88, 168, 96, 4, 1.5515, 42.8368, kodak/kodim13.png
88, 168, 96, 4, 0.8305, 22.9024, kodak/kodim06.png
88, 168, 96, 4, 0.5508, 17.1006, kodak/kodim16.png
88, 168, 96, 4, 0.4994, 12.8274, kodak/kodim07.png
88, 168, 96, 5, 0.5098, 7.6226, kodak/kodim03.png
88, 168, 96, 5, 1.5752, 21.3471, kodak/kodim08.png
88, 168, 96, 5, 0.9890, 13.8761, kodak/kodim21.png
88, 168, 96, 5, 1.2765, 19.7362, kodak/kodim18.png
88, 168, 96, 5, 0.6970, 11.6575, kodak/kodim15.png
88, 168, 96, 5, 0.5249, 9.4001, kodak/kodim09.png
88, 168, 96, 5, 0.6918, 10.7255, kodak/kodim17.png
88, 168, 96, 5, 0.6441, 9.9615, kodak/kodim20.png
88, 168, 96, 5, 0.5978, 10.0202, kodak/kodim12.png
88, 168, 96, 5, 1.0213, 16.2682, kodak/kodim22.png
88, 168, 96, 5, 0.8950, 13.5455, kodak/kodim19.png
88, 168, 96, 5, 0.7676, 13.0215, kodak/kodim02.png
88, 168, 96, 5, 0.5867, 10.1833, kodak/kodim10.png
88, 168, 96, 5, 1.4661, 17.9178, kodak/kodim05.png
88, 168, 96, 5, 0.4287, 8.5359, kodak/kodim23.png
88, 168, 96, 5, 1.0226, 13.9850, kodak/kodim11.png
88, 168, 96, 5, 1.2418, 18.2625, kodak/kodim24.png
88, 168, 96, 5, 1.5386, 17.5706, kodak/kodim01.png
88, 168, 96, 5, 0.7388, 12.2095, kodak/kodim04.png
88, 168, 96, 5, 1.2960, 17.3854, kodak/kodim14.png
88, 168, 96, 5, 2.0206, 25.9691, kodak/kodim13.png
88, 168, 96, 5, 1.1310, 14.0371, kodak/kodim06.png
88, 168, 96, 5, 0.7795, 10.6969, kodak/kodim16.png
88, 168, 96, 5, 0.6623, 8.6011, kodak/kodim07.png
88, 168, 96, 6, 0.6903, 5.2234, kodak/kodim03.png
88, 168, 96, 6, 2.0307, 13.9114, kodak/kodim08.png
88, 168, 96, 6, 1.2751, 9.3066, kodak/kodim21.png
88, 168, 96, 6, 1.6744, 13.8818, kodak/kodim18.png
88, 168, 96, 6, 0.9622, 7.9550, kodak/kodim15.png
88, 168, 96, 6, 0.7057, 6.9002, kodak/kodim09.png
88, 168, 96, 6, 0.9472, 7.3761, kodak/kodim17.png
88, 168, 96, 6, 0.8573, 6.9809, kodak/kodim20.png
88, 168, 96, 6, 0.8436, 6.6203, kodak/kodim12.png
88, 168, 96, 6, 1.3775, 10.9866, kodak/kodim22.png
88, 168, 96, 6, 1.2084, 8.9602, kodak/kodim19.png
88, 168, 96, 6, 1.1087, 8.5211, kodak/kodim02.png
88, 168, 96, 6, 0.8064, 7.2454, kodak/kodim10.png
88, 168, 96, 6, 1.8781, 11.7292, kodak/kodim05.png
88, 168, 96, 6, 0.5833, 6.3895, kodak/kodim23.png
88, 168, 96, 6, 1.3828, 8.7911, kodak/kodim11.png
88, 168, 96, 6, 1.6042, 12.5750, kodak/kodim24.png
88, 168, 96, 6, 1.9827, 10.5313, kodak/kodim01.png
88, 168, 96, 6, 1.0369, 8.0868, kodak/kodim04.png
88, 168, 96, 6, 1.7203, 11.2185, kodak/kodim14.png
88, 168, 96, 6, 2.4993, 17.1018, kodak/kodim13.png
88, 168, 96, 6, 1.4851, 8.7466, kodak/kodim06.png
88, 168, 96, 6, 1.0709, 6.6755, kodak/kodim16.png
88, 168, 96, 6, 0.8660, 5.9144, kodak/kodim07.png
88, 168, 96, 7, 0.9072, 3.9129, kodak/kodim03.png
88, 168, 96, 7, 2.4971, 10.3424, kodak/kodim08.png
88, 168, 96, 7, 1.6035, 6.9431, kodak/kodim21.png
88, 168, 96, 7, 2.1326, 10.5222, kodak/kodim18.png
88, 168, 96, 7, 1.2712, 6.0189, kodak/kodim15.png
88, 168, 96, 7, 0.9787, 5.4111, kodak/kodim09.png
88, 168, 96, 7, 1.2701, 5.3033, kodak/kodim17.png
88, 168, 96, 7, 1.1056, 5.5437, kodak/kodim20.png
88, 168, 96, 7, 1.1576, 4.8182, kodak/kodim12.png
88, 168, 96, 7, 1.7724, 8.2123, kodak/kodim22.png
88, 168, 96, 7, 1.5580, 6.5516, kodak/kodim19.png
88, 168, 96, 7, 1.5189, 5.9457, kodak/kodim02.png
88, 168, 96, 7, 1.1138, 5.4338, kodak/kodim10.png
88, 168, 96, 7, 2.3066, 8.5823, kodak/kodim05.png
88, 168, 96, 7, 0.7949, 5.1675, kodak/kodim23.png
88, 168, 96, 7, 1.7752, 6.0274, kodak/kodim11.png
88, 168, 96, 7, 1.9966, 9.6137, kodak/kodim24.png
88, 168, 96, 7, 2.4284, 7.0622, kodak/kodim01.png
88, 168, 96, 7, 1.3942, 5.7049, kodak/kodim04.png
88, 168, 96, 7, 2.1668, 8.0278, kodak/kodim14.png
88, 168, 96, 7, 2.9529, 12.8940, kodak/kodim13.png
88, 168, 96, 7, 1.8650, 6.0882, kodak/kodim06.png
88, 168, 96, 7, 1.4017, 4.4807, kodak/kodim16.png
88, 168, 96, 7, 1.1064, 4.5164, kodak/kodim07.png
88, 256, 64, 0, 0.0924, 58.9028, kodak/kodim03.png
88, 256, 64, 0, 0.3045, 198.6366, kodak/kodim08.png
88, 256, 64, 0, 0.1715, 122.7864, kodak/kodim21.png
88, 256, 64, 0, 0.1965, 166.2956, kodak/kodim18.png
88, 256, 64, 0, 0.1146, 72.1896, kodak/kodim15.png
88, 256, 64, 0, 0.1070, 63.0151, kodak/kodim09.png
88, 256, 64, 0, 0.1196, 76.9145, kodak/kodim17.png
88, 256, 64, 0, 0.1136, 67.5621, kodak/kodim20.png
88, 256, 64, 0, 0.0967, 60.4422, kodak/kodim12.png
88, 256, 64, 0, 0.1327, 111.6803, kodak/kodim22.png
88, 256, 64, 0, 0.1303, 95.6859, kodak/kodim19.png
88, 256, 64, 0, 0.1060, 74.7220, kodak/kodim02.png
88, 256, 64, 0, 0.1080, 69.8385, kodak/kodim10.png
88, 256, 64, 0, 0.2847, 181.5621, kodak/kodim05.png
88, 256, 64, 0, 0.0995, 47.3577, kodak/kodim23.png
88, 256, 64, 0, 0.1479, 112.6954, kodak/kodim11.png
88, 256, 64, 0, 0.2053, 165.3221, kodak/kodim24.png
88, 256, 64, 0, 0.2184, 182.4208, kodak/kodim01.png
88, 256, 64, 0, 0.1108, 78.9805, kodak/kodim04.png
88, 256, 64, 0, 0.1890, 150.9498, kodak/kodim14.png
88, 256, 64, 0, 0.3117, 278.8806, kodak/kodim13.png
88, 256, 64, 0, 0.1712, 137.3116, kodak/kodim06.png
88, 256, 64, 0, 0.0992, 88.8399, kodak/kodim16.png
88, 256, 64, 0, 0.1382, 76.1029, kodak/kodim07.png
88, 256, 64, 1, 0.1318, 40.2117, kodak/kodim03.png
88, 256, 64, 1, 0.4314, 131.1790, kodak/kodim08.png
88, 256, 64, 1, 0.2543, 82.9695, kodak/kodim21.png
88, 256, 64, 1, 0.3074, 114.6489, kodak/kodim18.png
88, 256, 64, 1, 0.1611, 53.8696, kodak/kodim15.png
88, 256, 64, 1, 0.1481, 42.5952, kodak/kodim09.png
88, 256, 64, 1, 0.1706, 52.8262, kodak/kodim17.png
88, 256, 64, 1, 0.1569, 48.3582, kodak/kodim20.png
88, 256, 64, 1, 0.1336, 43.8844, kodak/kodim12.png
88, 256, 64, 1, 0.2049, 83.0183, kodak/kodim22.png
88, 256, 64, 1, 0.1877, 69.3558, kodak/kodim19.png
88, 256, 64, 1, 0.1479, 57.1070, kodak/kodim02.png
88, 256, 64, 1, 0.1537, 46.7504, kodak/kodim10.png
88, 256, 64, 1, 0.4145, 117.4155, kodak/kodim05.png
88, 256, 64, 1, 0.1301, 33.5918, kodak/kodim23.png
88, 256, 64, 1, 0.2214, 80.1079, kodak/kodim11.png
88, 256, 64, 1, 0.3101, 114.1247, kodak/kodim24.png
88, 256, 64, 1, 0.3501, 126.4431, kodak/kodim01.png
88, 256, 64, 1, 0.1602, 57.5963, kodak/kodim04.png
88, 256, 64, 1, 0.2875, 105.5003, kodak/kodim14.png
88, 256, 64, 1, 0.4936, 193.4605, kodak/kodim13.png
88, 256, 64, 1, 0.2608, 94.4095, kodak/kodim06.png
88, 256, 64, 1, 0.1547, 62.7574, kodak/kodim16.png
88, 256, 64, 1, 0.1929, 49.7735, kodak/kodim07.png
88, 256, 64, 2, 0.1883, 35.2236, kodak/kodim03.png
88, 256, 64, 2, 0.6124, 94.2360, kodak/kodim08.png
88, 256, 64, 2, 0.3755, 62.8892, kodak/kodim21.png
88, 256, 64, 2, 0.4675, 82.4649, kodak/kodim18.png
88, 256, 64, 2, 0.2344, 47.0732, kodak/kodim15.png
88, 256, 64, 2, 0.2052, 38.8270, kodak/kodim09.png
88, 256, 64, 2, 0.2452, 43.8307, kodak/kodim17.png
88, 256, 64, 2, 0.2288, 44.6449, kodak/kodim20.png
88, 256, 64, 2, 0.1925, 42.0326, kodak/kodim12.png
88, 256, 64, 2, 0.3242, 66.5007, kodak/kodim22.png
88, 256, 64, 2, 0.2861, 57.6533, kodak/kodim19.png
88, 256, 64, 2, 0.2205, 49.2650, kodak/kodim02.png
88, 256, 64, 2, 0.2168, 41.7435, kodak/kodim10.png
88, 256, 64, 2, 0.5943, 81.5856, kodak/kodim05.png
88, 256, 64, 2, 0.1745, 32.7471, kodak/kodim23.png
88, 256, 64, 2, 0.3360, 63.0258, kodak/kodim11.png
88, 256, 64, 2, 0.4660, 82.9991, kodak/kodim24.png
88, 256, 64, 2, 0.5511, 89.6219, kodak/kodim01.png
88, 256, 64, 2, 0.2351, 49.1762, kodak/kodim04.png
88, 256, 64, 2, 0.4375, 79.0592, kodak/kodim14.png
88, 256, 64, 2, 0.7713, 131.3234, kodak/kodim13.png
88, 256, 64, 2, 0.3985, 70.4373, kodak/kodim06.png
88, 256, 64, 2, 0.2421, 51.5400, kodak/kodim16.png
88, 256, 64, 2, 0.2697, 40.6507, kodak/kodim07.png
88, 256, 64, 3, 0.2687, 17.8243, kodak/kodim03.png
88, 256, 64, 3, 0.8623, 54.6269, kodak/kodim08.png
88, 256, 64, 3, 0.5398, 34.6333, kodak/kodim21.png
88, 256, 64, 3, 0.6834, 47.7740, kodak/kodim18.png
88, 256, 64, 3, 0.3435, 26.7712, kodak/kodim15.png
88, 256, 64, 3, 0.2861, 20.3367, kodak/kodim09.png
88, 256, 64, 3, 0.3531, 24.4266, kodak/kodim17.png
88, 256, 64, 3, 0.3339, 24.1660, kodak/kodim20.png
88, 256, 64, 3, 0.2842, 23.1156, kodak/kodim12.png
88, 256, 64, 3, 0.4986, 38.8519, kodak/kodim22.png
88, 256, 64, 3, 0.4384, 32.5466, kodak/kodim19.png
88, 256, 64, 3, 0.3390, 29.7557, kodak/kodim02.png
88, 256, 64, 3, 0.3069, 22.3141, kodak/kodim10.png
88, 256, 64, 3, 0.8315, 45.8825, kodak/kodim05.png
88, 256, 64, 3, 0.2351, 17.6091, kodak/kodim23.png
88, 256, 64, 3, 0.5059, 36.0518, kodak/kodim11.png
88, 256, 64, 3, 0.6774, 46.3398, kodak/kodim24.png
88, 256, 64, 3, 0.8207, 50.0511, kodak/kodim01.png
88, 256, 64, 3, 0.3535, 28.2692, kodak/kodim04.png
88, 256, 64, 3, 0.6544, 45.8567, kodak/kodim14.png
88, 256, 64, 3, 1.1362, 72.9939, kodak/kodim13.png
88, 256, 64, 3, 0.5898, 38.6464, kodak/kodim06.png
88, 256, 64, 3, 0.3743, 27.8364, kodak/kodim16.png
88, 256, 64, 3, 0.3714, 20.8333, kodak/kodim07.png
88, 256, 64, 4, 0.3716, 11.1511, kodak/kodim03.png
88, 256, 64, 4, 1.1788, 33.5850, kodak/kodim08.png
88, 256, 64, 4, 0.7411, 21.6691, kodak/kodim21.png
88, 256, 64, 4, 0.9495, 30.2063, kodak/kodim18.png
88, 256, 64, 4, 0.4941, 17.3636, kodak/kodim15.png
88, 256, 64, 4, 0.3894, 13.1937, kodak/kodim09.png
88, 256, 64, 4, 0.4964, 16.0100, kodak/kodim17.png
88, 256, 64, 4, 0.4716, 14.8561, kodak/kodim20.png
88, 256, 64, 4, 0.4166, 14.5664, kodak/kodim12.png
88, 256, 64, 4, 0.7270, 25.0344, kodak/kodim22.png
88, 256, 64, 4, 0.6381, 20.7862, kodak/kodim19.png
88, 256, 64, 4, 0.5199, 19.6652, kodak/kodim02.png
88, 256, 64, 4, 0.4277, 14.4207, kodak/kodim10.png
88, 256, 64, 4, 1.1160, 28.4742, kodak/kodim05.png
88, 256, 64, 4, 0.3187, 12.0377, kodak/kodim23.png
88, 256, 64, 4, 0.7302, 22.5562, kodak/kodim11.png
88, 256, 64, 4, 0.9310, 28.6149, kodak/kodim24.png
88, 256, 64, 4, 1.1470, 29.8240, kodak/kodim01.png
88, 256, 64, 4, 0.5191, 18.3023, kodak/kodim04.png
88, 256, 64, 4, 0.9376, 28.5402, kodak/kodim14.png
88, 256, 64, 4, 1.5515, 43.1857, kodak/kodim13.png
88, 256, 64, 4, 0.8305, 23.1434, kodak/kodim06.png
88, 256, 64, 4, 0.5508, 17.1877, kodak/kodim16.png
88, 256, 64, 4, 0.4994, 12.9921, kodak/kodim07.png
88, 256, 64, 5, 0.5098, 7.5962, kodak/kodim03.png
88, 256, 64, 5, 1.5752, 21.3981, kodak/kodim08.png
88, 256, 64, 5, 0.9890, 13.9567, kodak/kodim21.png
88, 256, 64, 5, 1.2765, 19.8967, kodak/kodim18.png
88, 256, 64, 5, 0.6970, 11.7919, kodak/kodim15.png
88, 256, 64, 5, 0.5249, 9.4079, kodak/kodim09.png
88, 256, 64, 5, 0.6918, 10.6813, kodak/kodim17.png
88, 256, 64, 5, 0.6441, 10.1994, kodak/kodim20.png
88, 256, 64, 5, 0.5978, 9.9751, kodak/kodim12.png
88, 256, 64, 5, 1.0213, 16.4768, kodak/kodim22.png
88, 256, 64, 5, 0.8950, 13.3656, kodak/kodim19.png
88, 256, 64, 5, 0.7676, 13.1025, kodak/kodim02.png
88, 256, 64, 5, 0.5867, 10.1496, kodak/kodim10.png
88, 256, 64, 5, 1.4661, 18.0999, kodak/kodim05.png
88, 256, 64, 5, 0.4287, 9.0840, kodak/kodim23.png
88, 256, 64, 5, 1.0226, 14.1793, kodak/kodim11.png
88, 256, 64, 5, 1.2418, 18.7963, kodak/kodim24.png
88, 256, 64, 5, 1.5386, 17.6625, kodak/kodim01.png
88, 256, 64, 5, 0.7388, 12.2225, kodak/kodim04.png
88, 256, 64, 5, 1.2960, 17.9339, kodak/kodim14.png
88, 256, 64, 5, 2.0206, 26.3069, kodak/kodim13.png
88, 256, 64, 5, 1.1310, 14.1601, kodak/kodim06.png
88, 256, 64, 5, 0.7795, 10.7279, kodak/kodim16.png
88, 256, 64, 5, 0.6623, 8.7301, kodak/kodim07.png
88, 256, 64, 6, 0.6903, 5.2780, kodak/kodim03.png
88, 256, 64, 6, 2.0307, 13.9914, kodak/kodim08.png
88, 256, 64, 6, 1.2751, 9.4449, kodak/kodim21.png
88, 256, 64, 6, 1.6744, 14.0650, kodak/kodim18.png
88, 256, 64, 6, 0.9622, 8.1384, kodak/kodim15.png
88, 256, 64, 6, 0.7057, 6.9470, kodak/kodim09.png
88, 256, 64, 6, 0.9472, 7.4534, kodak/kodim17.png
88, 256, 64, 6, 0.8573, 7.1994, kodak/kodim20.png
88, 256, 64, 6, 0.8436, 6.6432, kodak/kodim12.png
88, 256, 64, 6, 1.3775, 11.2741, kodak/kodim22.png
88, 256, 64, 6, 1.2084, 8.8829, kodak/kodim19.png
88, 256, 64, 6, 1.1087, 8.6620, kodak/kodim02.png
88, 256, 64, 6, 0.8064, 7.2792, kodak/kodim10.png
88, 256, 64, 6, 1.8781, 11.9029, kodak/kodim05.png
88, 256, 64, 6, 0.5833, 7.0038, kodak/kodim23.png
88, 256, 64, 6, 1.3828, 8.9993, kodak/kodim11.png
88, 256, 64, 6, 1.6042, 13.1327, kodak/kodim24.png
88, 256, 64, 6, 1.9827, 10.6636, kodak/kodim01.png
88, 256, 64, 6, 1.0369, 8.1839, kodak/kodim04.png
88, 256, 64, 6, 1.7203, 11.7205, kodak/kodim14.png
88, 256, 64, 6, 2.4993, 17.4209, kodak/kodim13.png
88, 256, 64, 6, 1.4851, 8.9205, kodak/kodim06.png
88, 256, 64, 6, 1.0709, 6.7535, kodak/kodim16.png
88, 256, 64, 6, 0.8660, 6.0172, kodak/kodim07.png
88, 256, 64, 7, 0.9072, 3.9907, kodak/kodim03.png
88, 256, 64, 7, 2.4971, 10.3557, kodak/kodim08.png
88, 256, 64, 7, 1.6035, 7.0611, kodak/kodim21.png
88, 256, 64, 7, 2.1326, 10.6736, kodak/kodim18.png
88, 256, 64, 7, 1.2712, 6.1841, kodak/kodim15.png
88, 256, 64, 7, 0.9787, 5.4337, kodak/kodim09.png
88, 256, 64, 7, 1.2701, 5.3897, kodak/kodim17.png
88, 256, 64, 7, 1.1056, 5.7132, kodak/kodim20.png
88, 256, 64, 7, 1.1576, 4.8423, kodak/kodim12.png
88, 256, 64, 7, 1.7724, 8.4762, kodak/kodim22.png
88, 256, 64, 7, 1.5580, 6.4867, kodak/kodim19.png
88, 256, 64, 7, 1.5189, 6.0377, kodak/kodim02.png
88, 256, 64, 7, 1.1138, 5.4680, kodak/kodim10.png
88, 256, 64, 7, 2.3066, 8.7124, kodak/kodim05.png
88, 256, 64, 7, 0.7949, 5.7637, kodak/kodim23.png
88, 256, 64, 7, 1.7752, 6.1845, kodak/kodim11.png
88, 256, 64, 7, 1.9966, 10.0848, kodak/kodim24.png
88, 256, 64, 7, 2.4284, 7.1819, kodak/kodim01.png
88, 256, 64, 7, 1.3942, 5.7869, kodak/kodim04.png
88, 256, 64, 7, 2.1668, 8.4719, kodak/kodim14.png
88, 256, 64, 7, 2.9529, 13.1751, kodak/kodim13.png
88, 256, 64, 7, 1.8650, 6.2068, kodak/kodim06.png
88, 256, 64, 7, 1.4017, 4.5243, kodak/kodim16.png
88, 256, 64, 7, 1.1064, 4.5933, kodak/kodim07.png
88, 256, 96, 0, 0.0924, 59.8098, kodak/kodim03.png
88, 256, 96, 0, 0.3045, 195.3676, kodak/kodim08.png
88, 256, 96, 0, 0.1715, 124.2237, kodak/kodim21.png
88, 256, 96, 0, 0.1965, 172.6986, kodak/kodim18.png
88, 256, 96, 0, 0.1146, 76.6218, kodak/kodim15.png
88, 256, 96, 0, 0.1070, 64.8001, kodak/kodim09.png
88, 256, 96, 0, 0.1196, 84.2078, kodak/kodim17.png
88, 256, 96, 0, 0.1136, 67.8871, kodak/kodim20.png
88, 256, 96, 0, 0.0967, 64.0568, kodak/kodim12.png
88, 256, 96, 0, 0.1327, 118.5427, kodak/kodim22.png
88, 256, 96, 0, 0.1303, 98.0314, kodak/kodim19.png
88, 256, 96, 0, 0.1060, 77.1217, kodak/kodim02.png
88, 256, 96, 0, 0.1080, 74.8846, kodak/kodim10.png
88, 256, 96, 0, 0.2847, 181.9067, kodak/kodim05.png
88, 256, 96, 0, 0.0995, 49.5936, kodak/kodim23.png
88, 256, 96, 0, 0.1479, 116.2671, kodak/kodim11.png
88, 256, 96, 0, 0.2053, 171.2293, kodak/kodim24.png
88, 256, 96, 0, 0.2184, 182.6716, kodak/kodim01.png
88, 256, 96, 0, 0.1108, 83.8598, kodak/kodim04.png
88, 256, 96, 0, 0.1890, 154.2937, kodak/kodim14.png
88, 256, 96, 0, 0.3117, 282.0202, kodak/kodim13.png
88, 256, 96, 0, 0.1712, 137.6972, kodak/kodim06.png
88, 256, 96, 0, 0.0992, 91.0408, kodak/kodim16.png
88, 256, 96, 0, 0.1382, 78.2853, kodak/kodim07.png
88, 256, 96, 1, 0.1318, 40.7456, kodak/kodim03.png
88, 256, 96, 1, 0.4314, 128.6596, kodak/kodim08.png
88, 256, 96, 1, 0.2543, 83.4054, kodak/kodim21.png
88, 256, 96, 1, 0.3074, 116.4366, kodak/kodim18.png
88, 256, 96, 1, 0.1611, 57.3169, kodak/kodim15.png
88, 256, 96, 1, 0.1481, 43.2747, kodak/kodim09.png
88, 256, 96, 1, 0.1706, 57.3921, kodak/kodim17.png
88, 256, 96, 1, 0.1569, 49.0253, kodak/kodim20.png
88, 256, 96, 1, 0.1336, 46.7938, kodak/kodim12.png
88, 256, 96, 1, 0.2049, 86.6315, kodak/kodim22.png
88, 256, 96, 1, 0.1877, 71.5986, kodak/kodim19.png
88, 256, 96, 1, 0.1479, 58.3075, kodak/kodim02.png
88, 256, 96, 1, 0.1537, 49.9437, kodak/kodim10.png
88, 256, 96, 1, 0.4145, 116.9321, kodak/kodim05.png
88, 256, 96, 1, 0.1301, 35.1044, kodak/kodim23.png
88, 256, 96, 1, 0.2214, 82.4108, kodak/kodim11.png
88, 256, 96, 1, 0.3101, 116.0807, kodak/kodim24.png
88, 256, 96, 1, 0.3501, 125.4728, kodak/kodim01.png
88, 256, 96, 1, 0.1602, 60.8090, kodak/kodim04.png
88, 256, 96, 1, 0.2875, 106.3372, kodak/kodim14.png
88, 256, 96, 1, 0.4936, 193.5080, kodak/kodim13.png
88, 256, 96, 1, 0.2608, 94.0440, kodak/kodim06.png
88, 256, 96, 1, 0.1547, 64.0787, kodak/kodim16.png
88, 256, 96, 1, 0.1929, 50.6998, kodak/kodim07.png
88, 256, 96, 2, 0.1883, 34.5824, kodak/kodim03.png
88, 256, 96, 2, 0.6124, 91.9372, kodak/kodim08.png
88, 256, 96, 2, 0.3755, 62.1305, kodak/kodim21.png
88, 256, 96, 2, 0.4675, 81.6349, kodak/kodim18.png
