active, fn, bpp, mse, np
128.00, kodak/kodim02.png, 0.8818, 12.2145, 393216
128.00, kodak/kodim10.png, 0.7331, 9.5466, 393216
128.00, kodak/kodim05.png, 1.3790, 27.1733, 393216
128.00, kodak/kodim23.png, 0.5382, 8.3004, 393216
128.00, kodak/kodim11.png, 1.0347, 19.4616, 393216
128.00, kodak/kodim24.png, 1.1681, 35.8495, 393216
128.00, kodak/kodim01.png, 1.3528, 32.2947, 393216
128.00, kodak/kodim04.png, 0.8304, 12.1781, 393216
128.00, kodak/kodim14.png, 1.2417, 21.9269, 393216
128.00, kodak/kodim13.png, 1.5521, 77.4465, 393216
128.00, kodak/kodim06.png, 1.1047, 22.8842, 393216
128.00, kodak/kodim16.png, 0.8717, 11.6310, 393216
128.00, kodak/kodim07.png, 0.7275, 8.6128, 393216
112.00, kodak/kodim03.png, 0.5998, 8.5999, 393216
112.00, kodak/kodim08.png, 1.3002, 47.4556, 393216
112.00, kodak/kodim21.png, 0.8428, 28.6475, 393216
112.00, kodak/kodim18.png, 1.1118, 41.9228, 393216
112.00, kodak/kodim15.png, 0.7201, 16.7401, 393216
112.00, kodak/kodim09.png, 0.5968, 10.6487, 393216
112.00, kodak/kodim17.png, 0.7571, 14.4659, 393216
112.00, kodak/kodim20.png, 0.6249, 15.1913, 393216
112.00, kodak/kodim12.png, 0.7239, 9.3771, 393216
112.00, kodak/kodim22.png, 0.9552, 24.6963, 393216
112.00, kodak/kodim19.png, 0.8444, 19.5924, 393216
112.00, kodak/kodim02.png, 0.8391, 14.0378, 393216
112.00, kodak/kodim10.png, 0.7087, 10.7148, 393216
112.00, kodak/kodim05.png, 1.2924, 34.0870, 393216
112.00, kodak/kodim23.png, 0.5217, 9.1286, 393216
112.00, kodak/kodim11.png, 0.9734, 23.5774, 393216
112.00, kodak/kodim24.png, 1.0960, 44.4564, 393216
112.00, kodak/kodim01.png, 1.2537, 40.4822, 393216
112.00, kodak/kodim04.png, 0.7909, 14.2643, 393216
112.00, kodak/kodim14.png, 1.1652, 26.5555, 393216
112.00, kodak/kodim13.png, 1.4248, 96.7696, 393216
112.00, kodak/kodim06.png, 1.0320, 29.0418, 393216
112.00, kodak/kodim16.png, 0.8233, 14.2595, 393216
112.00, kodak/kodim07.png, 0.6994, 9.9179, 393216
96.00, kodak/kodim03.png, 0.5693, 10.2393, 393216
96.00, kodak/kodim08.png, 1.1860, 58.9268, 393216
96.00, kodak/kodim21.png, 0.7767, 35.6610, 393216
96.00, kodak/kodim18.png, 1.0225, 53.1064, 393216
96.00, kodak/kodim15.png, 0.6718, 19.7058, 393216
96.00, kodak/kodim09.png, 0.5644, 12.3477, 393216
96.00, kodak/kodim17.png, 0.7173, 17.5265, 393216
96.00, kodak/kodim20.png, 0.5803, 18.4044, 393216
96.00, kodak/kodim12.png, 0.6818, 11.0141, 393216
96.00, kodak/kodim22.png, 0.8831, 29.4325, 393216
96.00, kodak/kodim19.png, 0.7794, 23.7458, 393216
96.00, kodak/kodim02.png, 0.7815, 16.5614, 393216
96.00, kodak/kodim10.png, 0.6733, 12.5525, 393216
96.00, kodak/kodim05.png, 1.1889, 44.1737, 393216
96.00, kodak/kodim23.png, 0.4987, 10.3096, 393216
96.00, kodak/kodim11.png, 0.8971, 29.0798, 393216
96.00, kodak/kodim24.png, 1.0061, 57.0993, 393216
96.00, kodak/kodim01.png, 1.1382, 51.1940, 393216
96.00, kodak/kodim04.png, 0.7395, 17.1090, 393216
96.00, kodak/kodim14.png, 1.0717, 32.7921, 393216
96.00, kodak/kodim13.png, 1.2809, 121.1902, 393216
96.00, kodak/kodim06.png, 0.9454, 36.9392, 393216
96.00, kodak/kodim16.png, 0.7646, 17.6490, 393216
96.00, kodak/kodim07.png, 0.6628, 11.7788, 393216
80.00, kodak/kodim03.png, 0.5294, 12.8316, 393216
80.00, kodak/kodim08.png, 1.0544, 74.0749, 393216
80.00, kodak/kodim21.png, 0.7000, 45.5299, 393216
80.00, kodak/kodim18.png, 0.9165, 67.6999, 393216
80.00, kodak/kodim15.png, 0.6133, 23.5051, 393216
80.00, kodak/kodim09.png, 0.5226, 15.0876, 393216
80.00, kodak/kodim17.png, 0.6652, 21.5353, 393216
80.00, kodak/kodim20.png, 0.5277, 22.5466, 393216
80.00, kodak/kodim12.png, 0.6270, 13.4215, 393216
80.00, kodak/kodim22.png, 0.7968, 35.8743, 393216
80.00, kodak/kodim19.png, 0.7038, 29.2357, 393216
80.00, kodak/kodim02.png, 0.7077, 20.0116, 393216
80.00, kodak/kodim10.png, 0.6235, 15.4228, 393216
80.00, kodak/kodim05.png, 1.0642, 59.2094, 393216
80.00, kodak/kodim23.png, 0.4666, 12.2918, 393216
80.00, kodak/kodim11.png, 0.8058, 36.8233, 393216
80.00, kodak/kodim24.png, 0.9007, 73.1103, 393216
80.00, kodak/kodim01.png, 1.0077, 65.1800, 393216
80.00, kodak/kodim04.png, 0.6744, 21.0320, 393216
80.00, kodak/kodim14.png, 0.9593, 41.7731, 393216
80.00, kodak/kodim13.png, 1.1220, 153.6078, 393216
80.00, kodak/kodim06.png, 0.8435, 48.2196, 393216
80.00, kodak/kodim16.png, 0.6929, 22.3265, 393216
80.00, kodak/kodim07.png, 0.6161, 14.8543, 393216
64.00, kodak/kodim03.png, 0.4769, 16.8212, 393216
64.00, kodak/kodim08.png, 0.9023, 99.0381, 393216
64.00, kodak/kodim21.png, 0.6105, 59.4649, 393216
64.00, kodak/kodim18.png, 0.7921, 86.1723, 393216
64.00, kodak/kodim15.png, 0.5413, 28.9763, 393216
64.00, kodak/kodim09.png, 0.4683, 19.4985, 393216
64.00, kodak/kodim17.png, 0.5980, 27.2102, 393216
64.00, kodak/kodim20.png, 0.4645, 28.3394, 393216
64.00, kodak/kodim12.png, 0.5569, 17.2827, 393216
64.00, kodak/kodim22.png, 0.6946, 44.5756, 393216
64.00, kodak/kodim19.png, 0.6181, 36.8292, 393216
64.00, kodak/kodim02.png, 0.6145, 25.5055, 393216
64.00, kodak/kodim10.png, 0.5576, 19.9068, 393216
64.00, kodak/kodim05.png, 0.9180, 82.0855, 393216
64.00, kodak/kodim23.png, 0.4239, 15.3790, 393216
64.00, kodak/kodim11.png, 0.6976, 47.5208, 393216
64.00, kodak/kodim24.png, 0.7771, 95.2376, 393216
64.00, kodak/kodim01.png, 0.8593, 84.1543, 393216
64.00, kodak/kodim04.png, 0.5954, 26.6657, 393216
64.00, kodak/kodim14.png, 0.8272, 54.2568, 393216
64.00, kodak/kodim13.png, 0.9469, 197.3375, 393216
64.00, kodak/kodim06.png, 0.7246, 64.2511, 393216
64.00, kodak/kodim16.png, 0.6060, 29.2403, 393216
64.00, kodak/kodim07.png, 0.5574, 19.5938, 393216
48.00, kodak/kodim03.png, 0.4093, 22.5147, 393216
48.00, kodak/kodim08.png, 0.7300, 140.6620, 393216
48.00, kodak/kodim21.png, 0.5066, 80.5329, 393216
48.00, kodak/kodim18.png, 0.6467, 113.3692, 393216
48.00, kodak/kodim15.png, 0.4537, 37.2338, 393216
48.00, kodak/kodim09.png, 0.3985, 26.5085, 393216
48.00, kodak/kodim17.png, 0.5095, 36.8961, 393216
48.00, kodak/kodim20.png, 0.3905, 37.2463, 393216
48.00, kodak/kodim12.png, 0.4679, 23.6718, 393216
48.00, kodak/kodim22.png, 0.5727, 57.8237, 393216
48.00, kodak/kodim19.png, 0.5183, 49.6174, 393216
48.00, kodak/kodim02.png, 0.5024, 33.8505, 393216
48.00, kodak/kodim10.png, 0.4712, 29.4760, 393216
48.00, kodak/kodim05.png, 0.7472, 121.4756, 393216
48.00, kodak/kodim23.png, 0.3667, 20.7100, 393216
48.00, kodak/kodim11.png, 0.5705, 63.8872, 393216
48.00, kodak/kodim24.png, 0.6336, 130.3853, 393216
48.00, kodak/kodim01.png, 0.6922, 111.1101, 393216
48.00, kodak/kodim04.png, 0.4966, 35.9989, 393216
48.00, kodak/kodim14.png, 0.6737, 74.8194, 393216
48.00, kodak/kodim13.png, 0.7549, 258.5014, 393216
48.00, kodak/kodim06.png, 0.5894, 88.4795, 393216
48.00, kodak/kodim16.png, 0.5029, 39.8583, 393216
48.00, kodak/kodim07.png, 0.4821, 27.8726, 393216
32.00, kodak/kodim03.png, 0.3190, 37.6737, 393216
32.00, kodak/kodim08.png, 0.5350, 244.7467, 393216
32.00, kodak/kodim21.png, 0.3824, 125.9036, 393216
32.00, kodak/kodim18.png, 0.4759, 166.2432, 393216
32.00, kodak/kodim15.png, 0.3480, 58.7804, 393216
32.00, kodak/kodim09.png, 0.3112, 45.0279, 393216
32.00, kodak/kodim17.png, 0.3933, 58.9674, 393216
32.00, kodak/kodim20.png, 0.3010, 62.1782, 393216
32.00, kodak/kodim12.png, 0.3561, 36.1505, 393216
32.00, kodak/kodim22.png, 0.4286, 85.1278, 393216
32.00, kodak/kodim19.png, 0.3959, 87.2618, 393216
32.00, kodak/kodim02.png, 0.3695, 52.1280, 393216
32.00, kodak/kodim10.png, 0.3594, 54.9015, 393216
32.00, kodak/kodim05.png, 0.5447, 215.5583, 393216
32.00, kodak/kodim23.png, 0.2942, 41.3310, 393216
32.00, kodak/kodim11.png, 0.4239, 98.9436, 393216
32.00, kodak/kodim24.png, 0.4668, 194.3756, 393216
32.00, kodak/kodim01.png, 0.5048, 159.3175, 393216
32.00, kodak/kodim04.png, 0.3759, 55.3309, 393216
32.00, kodak/kodim14.png, 0.4930, 128.0228, 393216
32.00, kodak/kodim13.png, 0.5419, 373.0909, 393216
32.00, kodak/kodim06.png, 0.4321, 139.6097, 393216
32.00, kodak/kodim16.png, 0.3757, 63.3335, 393216
32.00, kodak/kodim07.png, 0.3801, 49.7454, 393216
