active,fn,bpp,mse,np
208.00, 22.png, 1.4170, 28.6141, 393216
208.00, 19.png, 1.3398, 23.3421, 393216
208.00, 02.png, 1.3263, 17.5800, 393216
208.00, 10.png, 1.2314, 14.2398, 393216
208.00, 05.png, 1.7910, 42.2077, 393216
208.00, 23.png, 1.0979, 12.3353, 393216
208.00, 11.png, 1.4316, 27.2164, 393216
208.00, 24.png, 1.5561, 49.4233, 393216
208.00, 01.png, 1.6837, 42.4469, 393216
208.00, 04.png, 1.3048, 17.6896, 393216
208.00, 14.png, 1.6247, 33.0742, 393216
208.00, 13.png, 1.8393, 96.7540, 393216
208.00, 06.png, 1.4931, 31.9991, 393216
208.00, 16.png, 1.2705, 16.4369, 393216
208.00, 07.png, 1.2319, 14.4535, 393216
192.00, 03.png, 0.9803, 12.8505, 393216
192.00, 08.png, 1.6289, 69.6298, 393216
192.00, 21.png, 1.2190, 36.5427, 393216
192.00, 18.png, 1.4128, 52.7372, 393216
192.00, 15.png, 1.1575, 22.5099, 393216
192.00, 09.png, 1.0217, 15.3057, 393216
192.00, 17.png, 1.1550, 20.3943, 393216
192.00, 20.png, 1.0962, 20.5785, 393216
192.00, 12.png, 1.0957, 14.1413, 393216
192.00, 22.png, 1.2540, 33.0498, 393216
192.00, 19.png, 1.1847, 26.8711, 393216
192.00, 02.png, 1.1688, 20.0305, 393216
192.00, 10.png, 1.0878, 16.2962, 393216
192.00, 05.png, 1.6076, 51.2568, 393216
192.00, 23.png, 0.9676, 13.8196, 393216
192.00, 11.png, 1.2693, 32.0338, 393216
192.00, 24.png, 1.3835, 58.8876, 393216
192.00, 01.png, 1.4977, 51.4473, 393216
192.00, 04.png, 1.1535, 20.3490, 393216
192.00, 14.png, 1.4492, 38.8823, 393216
192.00, 13.png, 1.6331, 117.5586, 393216
192.00, 06.png, 1.3217, 38.7744, 393216
192.00, 16.png, 1.1208, 19.3974, 393216
192.00, 07.png, 1.0983, 16.0954, 393216
176.00, 03.png, 0.8388, 15.8029, 393216
176.00, 08.png, 1.4216, 84.0346, 393216
176.00, 21.png, 1.0462, 44.6583, 393216
176.00, 18.png, 1.2233, 63.7019, 393216
176.00, 15.png, 0.9902, 26.2975, 393216
176.00, 09.png, 0.8715, 17.9088, 393216
176.00, 17.png, 0.9976, 24.4367, 393216
176.00, 20.png, 0.9333, 24.4016, 393216
176.00, 12.png, 0.9353, 17.5983, 393216
176.00, 22.png, 1.0771, 39.2642, 393216
176.00, 19.png, 1.0164, 32.6716, 393216
176.00, 02.png, 0.9976, 23.5851, 393216
176.00, 10.png, 0.9312, 19.7163, 393216
176.00, 05.png, 1.4053, 63.6817, 393216
176.00, 23.png, 0.8264, 16.6082, 393216
176.00, 11.png, 1.0905, 39.2809, 393216
176.00, 24.png, 1.1958, 71.5025, 393216
176.00, 01.png, 1.2937, 63.7573, 393216
176.00, 04.png, 0.9878, 24.9345, 393216
176.00, 14.png, 1.2582, 47.4281, 393216
176.00, 13.png, 1.4134, 143.3932, 393216
176.00, 06.png, 1.1359, 48.4192, 393216
176.00, 16.png, 0.9579, 24.4157, 393216
176.00, 07.png, 0.9481, 20.0910, 393216
160.00, 03.png, 0.6775, 18.0604, 393216
160.00, 08.png, 1.1933, 99.0016, 393216
160.00, 21.png, 0.8546, 52.3243, 393216
160.00, 18.png, 1.0130, 75.1298, 393216
160.00, 15.png, 0.8027, 30.6899, 393216
160.00, 09.png, 0.7056, 20.6139, 393216
160.00, 17.png, 0.8165, 28.4817, 393216
160.00, 20.png, 0.7473, 28.5368, 393216
160.00, 12.png, 0.7603, 20.2401, 393216
160.00, 22.png, 0.8854, 44.6820, 393216
160.00, 19.png, 0.8318, 37.4001, 393216
160.00, 02.png, 0.8032, 27.5647, 393216
160.00, 10.png, 0.7576, 23.2035, 393216
160.00, 05.png, 1.1802, 76.6572, 393216
160.00, 23.png, 0.6662, 18.5344, 393216
160.00, 11.png, 0.8948, 45.9510, 393216
160.00, 24.png, 0.9916, 83.2058, 393216
160.00, 01.png, 1.0787, 74.3027, 393216
160.00, 04.png, 0.8058, 28.6564, 393216
160.00, 14.png, 1.0448, 55.4192, 393216
160.00, 13.png, 1.1794, 168.7724, 393216
160.00, 06.png, 0.9346, 57.2267, 393216
160.00, 16.png, 0.7789, 28.3719, 393216
160.00, 07.png, 0.7804, 22.8805, 393216
144.00, 03.png, 0.5077, 22.0896, 393216
144.00, 08.png, 0.9571, 117.6352, 393216
144.00, 21.png, 0.6559, 62.7522, 393216
144.00, 18.png, 0.7941, 89.7478, 393216
144.00, 15.png, 0.6065, 34.8510, 393216
144.00, 09.png, 0.5324, 24.8238, 393216
144.00, 17.png, 0.6245, 34.0333, 393216
144.00, 20.png, 0.5580, 32.1391, 393216
144.00, 12.png, 0.5753, 24.7886, 393216
144.00, 22.png, 0.6839, 52.9352, 393216
144.00, 19.png, 0.6374, 44.9812, 393216
144.00, 02.png, 0.6142, 32.5315, 393216
144.00, 10.png, 0.5779, 28.6599, 393216
144.00, 05.png, 0.9445, 94.9036, 393216
144.00, 23.png, 0.4963, 23.0706, 393216
144.00, 11.png, 0.6957, 55.5500, 393216
144.00, 24.png, 0.7793, 100.3455, 393216
144.00, 01.png, 0.8577, 88.6082, 393216
144.00, 04.png, 0.6159, 34.1364, 393216
144.00, 14.png, 0.8247, 66.1220, 393216
144.00, 13.png, 0.9375, 200.9721, 393216
144.00, 06.png, 0.7271, 69.3807, 393216
144.00, 16.png, 0.5952, 34.0721, 393216
144.00, 07.png, 0.6017, 28.4435, 393216
128.00, 03.png, 0.3721, 27.0642, 393216
128.00, 08.png, 0.7418, 145.7127, 393216
128.00, 21.png, 0.4907, 78.6600, 393216
128.00, 18.png, 0.6008, 110.8253, 393216
128.00, 15.png, 0.4473, 41.6848, 393216
128.00, 09.png, 0.3913, 30.5827, 393216
128.00, 17.png, 0.4632, 42.5159, 393216
128.00, 20.png, 0.4126, 38.7948, 393216
128.00, 12.png, 0.4193, 29.9269, 393216
128.00, 22.png, 0.5081, 64.3474, 393216
128.00, 19.png, 0.4713, 55.4523, 393216
128.00, 02.png, 0.4449, 38.9860, 393216
128.00, 10.png, 0.4258, 37.3783, 393216
128.00, 05.png, 0.7292, 123.3810, 393216
128.00, 23.png, 0.3621, 27.3679, 393216
128.00, 11.png, 0.5198, 68.6892, 393216
128.00, 24.png, 0.5886, 126.1343, 393216
128.00, 01.png, 0.6534, 109.2168, 393216
128.00, 04.png, 0.4535, 42.6195, 393216
128.00, 14.png, 0.6261, 82.2577, 393216
128.00, 13.png, 0.7141, 245.9843, 393216
128.00, 06.png, 0.5433, 86.4286, 393216
128.00, 16.png, 0.4370, 42.6626, 393216
128.00, 07.png, 0.4512, 35.4501, 393216
112.00, 03.png, 0.2654, 35.2433, 393216
112.00, 08.png, 0.5476, 189.5318, 393216
112.00, 21.png, 0.3587, 102.7373, 393216
112.00, 18.png, 0.4287, 140.6799, 393216
112.00, 15.png, 0.3162, 52.9946, 393216
112.00, 09.png, 0.2832, 39.5854, 393216
112.00, 17.png, 0.3319, 55.0387, 393216
112.00, 20.png, 0.2985, 49.8211, 393216
112.00, 12.png, 0.2938, 38.3307, 393216
112.00, 22.png, 0.3578, 80.6283, 393216
112.00, 19.png, 0.3356, 70.2625, 393216
112.00, 02.png, 0.3051, 50.7621, 393216
112.00, 10.png, 0.3016, 51.8787, 393216
112.00, 05.png, 0.5348, 165.7924, 393216
112.00, 23.png, 0.2604, 35.7482, 393216
112.00, 11.png, 0.3703, 88.0973, 393216
112.00, 24.png, 0.4213, 160.5468, 393216
112.00, 01.png, 0.4712, 137.3176, 393216
112.00, 04.png, 0.3191, 54.4389, 393216
112.00, 14.png, 0.4510, 106.7231, 393216
112.00, 13.png, 0.5153, 309.0123, 393216
112.00, 06.png, 0.3870, 113.3552, 393216
112.00, 16.png, 0.3068, 56.0967, 393216
112.00, 07.png, 0.3302, 46.7547, 393216
96.00, 03.png, 0.1881, 51.8176, 393216
96.00, 08.png, 0.3779, 261.0309, 393216
96.00, 21.png, 0.2529, 143.9221, 393216
96.00, 18.png, 0.2840, 188.8329, 393216
96.00, 15.png, 0.2204, 71.5201, 393216
96.00, 09.png, 0.2029, 58.6771, 393216
96.00, 17.png, 0.2269, 79.5422, 393216
96.00, 20.png, 0.2177, 68.1628, 393216
96.00, 12.png, 0.2037, 53.3830, 393216
96.00, 22.png, 0.2371, 110.4447, 393216
96.00, 19.png, 0.2319, 97.5123, 393216
96.00, 02.png, 0.2011, 71.3371, 393216
96.00, 10.png, 0.2064, 75.0542, 393216
96.00, 05.png, 0.3630, 234.7144, 393216
96.00, 23.png, 0.1912, 54.9887, 393216
96.00, 11.png, 0.2488, 121.0380, 393216
96.00, 24.png, 0.2791, 218.9189, 393216
96.00, 01.png, 0.3136, 187.3358, 393216
96.00, 04.png, 0.2151, 77.6156, 393216
96.00, 14.png, 0.3006, 151.1411, 393216
96.00, 13.png, 0.3409, 400.0228, 393216
96.00, 06.png, 0.2597, 155.0023, 393216
96.00, 16.png, 0.2056, 78.8966, 393216
96.00, 07.png, 0.2369, 69.4335, 393216
80.00, 03.png, 0.1076, 209.3038, 393216
80.00, 08.png, 0.2205, 389.7521, 393216
80.00, 21.png, 0.1444, 240.0888, 393216
80.00, 18.png, 0.1506, 340.3678, 393216
80.00, 15.png, 0.1240, 369.6444, 393216
80.00, 09.png, 0.1194, 204.1418, 393216
80.00, 17.png, 0.1253, 329.7094, 393216
80.00, 20.png, 0.1292, 1202.9512, 393216
80.00, 12.png, 0.1131, 335.3794, 393216
80.00, 22.png, 0.1250, 231.2188, 393216
80.00, 19.png, 0.1284, 200.5962, 393216
80.00, 02.png, 0.1106, 158.2761, 393216
80.00, 10.png, 0.1181, 179.8659, 393216
80.00, 05.png, 0.2016, 384.3545, 393216
80.00, 23.png, 0.1115, 229.0114, 393216
80.00, 11.png, 0.1335, 254.8135, 393216
80.00, 24.png, 0.1525, 363.7823, 393216
80.00, 01.png, 0.1753, 287.6080, 393216
80.00, 04.png, 0.1189, 196.0591, 393216
80.00, 14.png, 0.1602, 299.2435, 393216
80.00, 13.png, 0.1841, 565.6815, 393216
80.00, 06.png, 0.1380, 447.1245, 393216
80.00, 16.png, 0.1093, 185.4314, 393216
80.00, 07.png, 0.1385, 177.5941, 393216
64.00, 03.png, 0.0903, 290.2018, 393216
64.00, 08.png, 0.1411, 730.3030, 393216
64.00, 21.png, 0.1014, 433.6932, 393216
64.00, 18.png, 0.1013, 527.4849, 393216
64.00, 15.png, 0.1031, 701.7087, 393216
64.00, 09.png, 0.0956, 297.2546, 393216
64.00, 17.png, 0.0995, 382.9596, 393216
64.00, 20.png, 0.1053, 1472.9813, 393216
64.00, 12.png, 0.0942, 577.6034, 393216
64.00, 22.png, 0.0919, 422.5213, 393216
64.00, 19.png, 0.0973, 398.2254, 393216
64.00, 02.png, 0.0913, 355.9762, 393216
64.00, 10.png, 0.0934, 291.3816, 393216
64.00, 05.png, 0.1256, 599.2462, 393216
64.00, 23.png, 0.0950, 456.5196, 393216
64.00, 11.png, 0.0967, 383.3631, 393216
64.00, 24.png, 0.1050, 526.6712, 393216
64.00, 01.png, 0.1075, 497.5087, 393216
64.00, 04.png, 0.0948, 351.5655, 393216
64.00, 14.png, 0.1081, 488.5980, 393216
64.00, 13.png, 0.1090, 866.4905, 393216
64.00, 06.png, 0.0941, 728.2473, 393216
64.00, 16.png, 0.0841, 316.8836, 393216
64.00, 07.png, 0.1029, 290.6519, 393216
48.00, 03.png, 0.0887, 211.1401, 393216
48.00, 08.png, 0.1301, 760.4142, 393216
48.00, 21.png, 0.0980, 390.7234, 393216
48.00, 18.png, 0.0965, 496.5391, 393216
48.00, 15.png, 0.1002, 453.1859, 393216
48.00, 09.png, 0.0927, 244.3502, 393216
48.00, 17.png, 0.0959, 300.2986, 393216
48.00, 20.png, 0.1033, 653.2580, 393216
48.00, 12.png, 0.0925, 346.2425, 393216
48.00, 22.png, 0.0894, 359.3314, 393216
48.00, 19.png, 0.0941, 366.5857, 393216
48.00, 02.png, 0.0904, 222.8848, 393216
48.00, 10.png, 0.0909, 260.3921, 393216
48.00, 05.png, 0.1158, 675.3012, 393216
48.00, 23.png, 0.0934, 281.5173, 393216
48.00, 11.png, 0.0938, 353.3901, 393216
48.00, 24.png, 0.0997, 533.8198, 393216
48.00, 01.png, 0.1030, 473.7289, 393216
48.00, 04.png, 0.0927, 272.6496, 393216
48.00, 14.png, 0.1032, 446.1063, 393216
48.00, 13.png, 0.1032, 850.5201, 393216
48.00, 06.png, 0.0918, 514.0209, 393216
48.00, 16.png, 0.0832, 246.8395, 393216
48.00, 07.png, 0.0989, 289.6615, 393216
32.00, 03.png, 0.0873, 189.7925, 393216
32.00, 08.png, 0.1156, 1553.9130, 393216
32.00, 21.png, 0.0938, 527.9553, 393216
32.00, 18.png, 0.0939, 538.8744, 393216
32.00, 15.png, 0.0980, 349.7242, 393216
32.00, 09.png, 0.0893, 355.0413, 393216
32.00, 17.png, 0.0928, 337.6760, 393216
32.00, 20.png, 0.1006, 336.3246, 393216
32.00, 12.png, 0.0900, 307.2497, 393216
32.00, 22.png, 0.0872, 352.6971, 393216
32.00, 19.png, 0.0898, 571.0560, 393216
32.00, 02.png, 0.0897, 201.2400, 393216
32.00, 10.png, 0.0882, 337.8031, 393216
32.00, 05.png, 0.1082, 982.8294, 393216
32.00, 23.png, 0.0922, 228.5362, 393216
32.00, 11.png, 0.0901, 467.6447, 393216
32.00, 24.png, 0.0956, 636.2344, 393216
32.00, 01.png, 0.0958, 772.6987, 393216
32.00, 04.png, 0.0906, 291.5326, 393216
32.00, 14.png, 0.0988, 531.6417, 393216
32.00, 13.png, 0.0972, 1023.4819, 393216
32.00, 06.png, 0.0884, 510.4688, 393216
32.00, 16.png, 0.0819, 229.9540, 393216
32.00, 07.png, 0.0942, 469.1278, 393216
