level,fn,bpp,mse,np
56.00, kodak/kodim17.png, 0.8928, 8.7137, 393216
56.00, kodak/kodim20.png, 0.8132, 14.6766, 393216
56.00, kodak/kodim12.png, 0.7966, 11.3417, 393216
56.00, kodak/kodim22.png, 1.3131, 12.6419, 393216
56.00, kodak/kodim19.png, 1.1659, 11.1372, 393216
56.00, kodak/kodim02.png, 1.0222, 9.9732, 393216
56.00, kodak/kodim10.png, 0.7495, 9.4587, 393216
56.00, kodak/kodim05.png, 1.7710, 13.2799, 393216
56.00, kodak/kodim23.png, 0.5339, 8.5569, 393216
56.00, kodak/kodim11.png, 1.3158, 10.2212, 393216
56.00, kodak/kodim24.png, 1.5351, 14.1506, 393216
56.00, kodak/kodim01.png, 1.9372, 12.4639, 393216
56.00, kodak/kodim04.png, 0.9609, 9.6819, 393216
56.00, kodak/kodim14.png, 1.6286, 12.6523, 393216
56.00, kodak/kodim13.png, 2.4558, 18.2462, 393216
56.00, kodak/kodim06.png, 1.4383, 12.2398, 393216
56.00, kodak/kodim16.png, 1.0320, 8.3936, 393216
56.00, kodak/kodim07.png, 0.8033, 7.9722, 393216
57.00, kodak/kodim03.png, 0.6661, 6.3377, 393216
57.00, kodak/kodim08.png, 1.9996, 15.4348, 393216
57.00, kodak/kodim21.png, 1.2684, 10.2524, 393216
57.00, kodak/kodim18.png, 1.6411, 14.9384, 393216
57.00, kodak/kodim15.png, 0.9220, 11.1340, 393216
57.00, kodak/kodim09.png, 0.6899, 8.4008, 393216
57.00, kodak/kodim17.png, 0.9224, 8.8521, 393216
57.00, kodak/kodim20.png, 0.8374, 13.4925, 393216
57.00, kodak/kodim12.png, 0.8246, 9.8596, 393216
57.00, kodak/kodim22.png, 1.3528, 11.6022, 393216
57.00, kodak/kodim19.png, 1.2025, 10.2212, 393216
57.00, kodak/kodim02.png, 1.0600, 9.0394, 393216
57.00, kodak/kodim10.png, 0.7764, 8.5128, 393216
57.00, kodak/kodim05.png, 1.8173, 13.0071, 393216
57.00, kodak/kodim23.png, 0.5509, 7.9033, 393216
57.00, kodak/kodim11.png, 1.3581, 9.5688, 393216
57.00, kodak/kodim24.png, 1.5761, 13.1642, 393216
57.00, kodak/kodim01.png, 1.9883, 11.1932, 393216
57.00, kodak/kodim04.png, 0.9968, 8.8935, 393216
57.00, kodak/kodim14.png, 1.6754, 12.0060, 393216
57.00, kodak/kodim13.png, 2.5092, 17.2998, 393216
57.00, kodak/kodim06.png, 1.4793, 11.2125, 393216
57.00, kodak/kodim16.png, 1.0657, 7.6013, 393216
57.00, kodak/kodim07.png, 0.8258, 7.1509, 393216
58.00, kodak/kodim03.png, 0.6924, 6.2071, 393216
58.00, kodak/kodim08.png, 2.0599, 15.1556, 393216
58.00, kodak/kodim21.png, 1.3072, 10.1850, 393216
58.00, kodak/kodim18.png, 1.7016, 13.6837, 393216
58.00, kodak/kodim15.png, 0.9590, 10.7383, 393216
58.00, kodak/kodim09.png, 0.7179, 8.9260, 393216
58.00, kodak/kodim17.png, 0.9629, 7.9468, 393216
58.00, kodak/kodim20.png, 0.8688, 13.9321, 393216
58.00, kodak/kodim12.png, 0.8635, 10.6269, 393216
58.00, kodak/kodim22.png, 1.4026, 11.5358, 393216
58.00, kodak/kodim19.png, 1.2479, 10.1291, 393216
58.00, kodak/kodim02.png, 1.1123, 8.5263, 393216
58.00, kodak/kodim10.png, 0.8111, 8.7197, 393216
58.00, kodak/kodim05.png, 1.8728, 11.9312, 393216
58.00, kodak/kodim23.png, 0.5740, 7.9944, 393216
58.00, kodak/kodim11.png, 1.4071, 8.9522, 393216
58.00, kodak/kodim24.png, 1.6271, 12.8135, 393216
58.00, kodak/kodim01.png, 2.0462, 10.8917, 393216
58.00, kodak/kodim04.png, 1.0410, 8.5130, 393216
58.00, kodak/kodim14.png, 1.7367, 11.2957, 393216
58.00, kodak/kodim13.png, 2.5713, 16.5868, 393216
58.00, kodak/kodim06.png, 1.5273, 11.2112, 393216
58.00, kodak/kodim16.png, 1.1075, 7.3408, 393216
58.00, kodak/kodim07.png, 0.8556, 7.1671, 393216
59.00, kodak/kodim03.png, 0.7227, 5.9155, 393216
59.00, kodak/kodim08.png, 2.1293, 13.1126, 393216
59.00, kodak/kodim21.png, 1.3490, 9.5709, 393216
59.00, kodak/kodim18.png, 1.7657, 14.0047, 393216
59.00, kodak/kodim15.png, 1.0031, 8.8700, 393216
59.00, kodak/kodim09.png, 0.7498, 7.5302, 393216
59.00, kodak/kodim17.png, 1.0042, 8.3677, 393216
59.00, kodak/kodim20.png, 0.9007, 7.6344, 393216
59.00, kodak/kodim12.png, 0.9053, 6.9711, 393216
59.00, kodak/kodim22.png, 1.4586, 10.5454, 393216
59.00, kodak/kodim19.png, 1.2936, 9.0278, 393216
59.00, kodak/kodim02.png, 1.1665, 8.3585, 393216
59.00, kodak/kodim10.png, 0.8492, 7.7658, 393216
59.00, kodak/kodim05.png, 1.9304, 12.1067, 393216
59.00, kodak/kodim23.png, 0.6004, 6.9185, 393216
59.00, kodak/kodim11.png, 1.4632, 9.0879, 393216
59.00, kodak/kodim24.png, 1.6826, 11.5184, 393216
59.00, kodak/kodim01.png, 2.1080, 10.0450, 393216
59.00, kodak/kodim04.png, 1.0888, 8.0627, 393216
59.00, kodak/kodim14.png, 1.7983, 10.7452, 393216
59.00, kodak/kodim13.png, 2.6344, 15.3269, 393216
59.00, kodak/kodim06.png, 1.5836, 8.7033, 393216
59.00, kodak/kodim16.png, 1.1548, 7.1455, 393216
59.00, kodak/kodim07.png, 0.8859, 6.5078, 393216
60.00, kodak/kodim03.png, 0.7443, 6.7886, 393216
60.00, kodak/kodim08.png, 2.1835, 15.0145, 393216
60.00, kodak/kodim21.png, 1.3837, 10.4651, 393216
60.00, kodak/kodim18.png, 1.8170, 13.1418, 393216
60.00, kodak/kodim15.png, 1.0362, 11.0677, 393216
60.00, kodak/kodim09.png, 0.7758, 9.7968, 393216
60.00, kodak/kodim17.png, 1.0387, 7.8031, 393216
60.00, kodak/kodim20.png, 0.9266, 16.1706, 393216
60.00, kodak/kodim12.png, 0.9407, 12.0739, 393216
60.00, kodak/kodim22.png, 1.5000, 11.9551, 393216
60.00, kodak/kodim19.png, 1.3296, 10.5844, 393216
60.00, kodak/kodim02.png, 1.2125, 8.9120, 393216
60.00, kodak/kodim10.png, 0.8810, 9.3539, 393216
60.00, kodak/kodim05.png, 1.9806, 11.5077, 393216
60.00, kodak/kodim23.png, 0.6200, 8.9489, 393216
60.00, kodak/kodim11.png, 1.5076, 8.8395, 393216
60.00, kodak/kodim24.png, 1.7257, 13.0317, 393216
60.00, kodak/kodim01.png, 2.1583, 10.9762, 393216
60.00, kodak/kodim04.png, 1.1275, 8.8624, 393216
60.00, kodak/kodim14.png, 1.8506, 11.2020, 393216
60.00, kodak/kodim13.png, 2.6848, 16.3572, 393216
60.00, kodak/kodim06.png, 1.6241, 11.9900, 393216
60.00, kodak/kodim16.png, 1.1907, 7.6540, 393216
60.00, kodak/kodim07.png, 0.9110, 7.8856, 393216
61.00, kodak/kodim03.png, 0.7719, 4.9040, 393216
61.00, kodak/kodim08.png, 2.2425, 12.2588, 393216
61.00, kodak/kodim21.png, 1.4244, 8.2637, 393216
61.00, kodak/kodim18.png, 1.8765, 12.1602, 393216
61.00, kodak/kodim15.png, 1.0759, 8.6999, 393216
61.00, kodak/kodim09.png, 0.8081, 6.7379, 393216
61.00, kodak/kodim17.png, 1.0803, 6.8717, 393216
61.00, kodak/kodim20.png, 0.9574, 10.5641, 393216
61.00, kodak/kodim12.png, 0.9772, 7.3491, 393216
61.00, kodak/kodim22.png, 1.5495, 9.4263, 393216
61.00, kodak/kodim19.png, 1.3736, 7.9514, 393216
61.00, kodak/kodim02.png, 1.2644, 7.2140, 393216
61.00, kodak/kodim10.png, 0.9182, 6.6846, 393216
61.00, kodak/kodim05.png, 2.0359, 10.3716, 393216
61.00, kodak/kodim23.png, 0.6458, 6.4106, 393216
61.00, kodak/kodim11.png, 1.5564, 7.4231, 393216
61.00, kodak/kodim24.png, 1.7765, 10.6387, 393216
61.00, kodak/kodim01.png, 2.2152, 8.5676, 393216
61.00, kodak/kodim04.png, 1.1712, 6.8531, 393216
61.00, kodak/kodim14.png, 1.9072, 9.3329, 393216
61.00, kodak/kodim13.png, 2.7431, 13.9365, 393216
61.00, kodak/kodim06.png, 1.6723, 8.4743, 393216
61.00, kodak/kodim16.png, 1.2331, 5.7645, 393216
61.00, kodak/kodim07.png, 0.9412, 5.6356, 393216
62.00, kodak/kodim03.png, 0.8037, 4.7078, 393216
62.00, kodak/kodim08.png, 2.3088, 11.4780, 393216
62.00, kodak/kodim21.png, 1.4702, 7.9028, 393216
62.00, kodak/kodim18.png, 1.9420, 12.0323, 393216
62.00, kodak/kodim15.png, 1.1218, 8.4323, 393216
62.00, kodak/kodim09.png, 0.8471, 6.5504, 393216
62.00, kodak/kodim17.png, 1.1283, 6.8721, 393216
62.00, kodak/kodim20.png, 0.9932, 10.1586, 393216
62.00, kodak/kodim12.png, 1.0221, 6.9155, 393216
62.00, kodak/kodim22.png, 1.6062, 8.9669, 393216
62.00, kodak/kodim19.png, 1.4234, 7.6423, 393216
62.00, kodak/kodim02.png, 1.3219, 6.7338, 393216
62.00, kodak/kodim10.png, 0.9626, 6.4872, 393216
62.00, kodak/kodim05.png, 2.0951, 10.0432, 393216
62.00, kodak/kodim23.png, 0.6777, 6.1714, 393216
62.00, kodak/kodim11.png, 1.6151, 7.1457, 393216
62.00, kodak/kodim24.png, 1.8335, 10.2221, 393216
62.00, kodak/kodim01.png, 2.2802, 8.0130, 393216
62.00, kodak/kodim04.png, 1.2219, 6.5904, 393216
62.00, kodak/kodim14.png, 1.9704, 8.9262, 393216
62.00, kodak/kodim13.png, 2.8082, 13.2641, 393216
62.00, kodak/kodim06.png, 1.7278, 7.9828, 393216
62.00, kodak/kodim16.png, 1.2817, 5.4926, 393216
62.00, kodak/kodim07.png, 0.9748, 5.4012, 393216
63.00, kodak/kodim03.png, 0.8324, 5.1842, 393216
63.00, kodak/kodim08.png, 2.3664, 12.0089, 393216
63.00, kodak/kodim21.png, 1.5132, 8.3813, 393216
63.00, kodak/kodim18.png, 2.0066, 11.4321, 393216
63.00, kodak/kodim15.png, 1.1625, 8.7806, 393216
63.00, kodak/kodim09.png, 0.8879, 7.2780, 393216
63.00, kodak/kodim17.png, 1.1747, 6.5593, 393216
63.00, kodak/kodim20.png, 1.0254, 11.3908, 393216
63.00, kodak/kodim12.png, 1.0687, 8.0921, 393216
63.00, kodak/kodim22.png, 1.6599, 9.4530, 393216
63.00, kodak/kodim19.png, 1.4685, 8.0712, 393216
63.00, kodak/kodim02.png, 1.3794, 7.3026, 393216
63.00, kodak/kodim10.png, 1.0099, 6.9995, 393216
63.00, kodak/kodim05.png, 2.1475, 9.9078, 393216
63.00, kodak/kodim23.png, 0.7060, 6.8878, 393216
63.00, kodak/kodim11.png, 1.6659, 7.1485, 393216
63.00, kodak/kodim24.png, 1.8846, 10.6643, 393216
63.00, kodak/kodim01.png, 2.3370, 8.3992, 393216
63.00, kodak/kodim04.png, 1.2708, 7.0103, 393216
63.00, kodak/kodim14.png, 2.0274, 9.0877, 393216
63.00, kodak/kodim13.png, 2.8614, 13.5566, 393216
63.00, kodak/kodim06.png, 1.7766, 8.7059, 393216
63.00, kodak/kodim16.png, 1.3255, 5.7862, 393216
63.00, kodak/kodim07.png, 1.0042, 6.0631, 393216
