level,fn,bpp,mse,np
18.00, kodak/kodim24.png, 0.3232, 124.4164, 393216
18.00, kodak/kodim01.png, 0.3615, 130.4520, 393216
18.00, kodak/kodim04.png, 0.1601, 81.1273, 393216
18.00, kodak/kodim14.png, 0.2900, 124.5397, 393216
18.00, kodak/kodim13.png, 0.5289, 187.6736, 393216
18.00, kodak/kodim06.png, 0.2738, 104.4639, 393216
18.00, kodak/kodim16.png, 0.1628, 84.1860, 393216
18.00, kodak/kodim07.png, 0.1903, 62.4664, 393216
19.00, kodak/kodim03.png, 0.1396, 51.2778, 393216
19.00, kodak/kodim08.png, 0.4556, 119.4635, 393216
19.00, kodak/kodim21.png, 0.2770, 85.9649, 393216
19.00, kodak/kodim18.png, 0.3360, 119.2964, 393216
19.00, kodak/kodim15.png, 0.1652, 68.1547, 393216
19.00, kodak/kodim09.png, 0.1605, 52.1461, 393216
19.00, kodak/kodim17.png, 0.1827, 76.3206, 393216
19.00, kodak/kodim20.png, 0.1640, 60.1576, 393216
19.00, kodak/kodim12.png, 0.1418, 60.5734, 393216
19.00, kodak/kodim22.png, 0.2229, 99.8697, 393216
19.00, kodak/kodim19.png, 0.2018, 84.7730, 393216
19.00, kodak/kodim02.png, 0.1487, 75.4454, 393216
19.00, kodak/kodim10.png, 0.1645, 64.6305, 393216
19.00, kodak/kodim05.png, 0.4348, 113.9503, 393216
19.00, kodak/kodim23.png, 0.1345, 45.4439, 393216
19.00, kodak/kodim11.png, 0.2378, 96.4932, 393216
19.00, kodak/kodim24.png, 0.3403, 116.6230, 393216
19.00, kodak/kodim01.png, 0.3842, 122.2629, 393216
19.00, kodak/kodim04.png, 0.1681, 76.1528, 393216
19.00, kodak/kodim14.png, 0.3057, 117.2015, 393216
19.00, kodak/kodim13.png, 0.5585, 176.1744, 393216
19.00, kodak/kodim06.png, 0.2887, 98.2850, 393216
19.00, kodak/kodim16.png, 0.1729, 78.9259, 393216
19.00, kodak/kodim07.png, 0.1989, 57.6792, 393216
20.00, kodak/kodim03.png, 0.1466, 48.4713, 393216
20.00, kodak/kodim08.png, 0.4764, 113.5958, 393216
20.00, kodak/kodim21.png, 0.2908, 82.4356, 393216
20.00, kodak/kodim18.png, 0.3536, 112.6236, 393216
20.00, kodak/kodim15.png, 0.1735, 65.7400, 393216
20.00, kodak/kodim09.png, 0.1668, 49.8732, 393216
20.00, kodak/kodim17.png, 0.1905, 72.8204, 393216
20.00, kodak/kodim20.png, 0.1720, 58.4060, 393216
20.00, kodak/kodim12.png, 0.1484, 59.4520, 393216
20.00, kodak/kodim22.png, 0.2365, 94.1766, 393216
20.00, kodak/kodim19.png, 0.2119, 80.3577, 393216
20.00, kodak/kodim02.png, 0.1567, 70.4729, 393216
20.00, kodak/kodim10.png, 0.1719, 61.3282, 393216
20.00, kodak/kodim05.png, 0.4550, 107.6943, 393216
20.00, kodak/kodim23.png, 0.1394, 42.9975, 393216
20.00, kodak/kodim11.png, 0.2510, 91.6766, 393216
20.00, kodak/kodim24.png, 0.3586, 110.4989, 393216
20.00, kodak/kodim01.png, 0.4069, 115.2461, 393216
20.00, kodak/kodim04.png, 0.1771, 71.4564, 393216
20.00, kodak/kodim14.png, 0.3219, 111.2300, 393216
20.00, kodak/kodim13.png, 0.5909, 166.4391, 393216
20.00, kodak/kodim06.png, 0.3039, 94.1684, 393216
20.00, kodak/kodim16.png, 0.1824, 75.4472, 393216
20.00, kodak/kodim07.png, 0.2068, 54.6740, 393216
21.00, kodak/kodim03.png, 0.1537, 45.1669, 393216
21.00, kodak/kodim08.png, 0.4988, 106.9582, 393216
21.00, kodak/kodim21.png, 0.3064, 76.6192, 393216
21.00, kodak/kodim18.png, 0.3724, 105.4501, 393216
21.00, kodak/kodim15.png, 0.1820, 61.9502, 393216
21.00, kodak/kodim09.png, 0.1737, 46.0741, 393216
21.00, kodak/kodim17.png, 0.2004, 68.0074, 393216
21.00, kodak/kodim20.png, 0.1805, 55.3542, 393216
21.00, kodak/kodim12.png, 0.1556, 55.6828, 393216
21.00, kodak/kodim22.png, 0.2498, 88.3900, 393216
21.00, kodak/kodim19.png, 0.2234, 75.8215, 393216
21.00, kodak/kodim02.png, 0.1644, 67.5076, 393216
21.00, kodak/kodim10.png, 0.1792, 57.0896, 393216
21.00, kodak/kodim05.png, 0.4776, 101.0771, 393216
21.00, kodak/kodim23.png, 0.1443, 40.7110, 393216
21.00, kodak/kodim11.png, 0.2646, 85.8573, 393216
21.00, kodak/kodim24.png, 0.3772, 103.3921, 393216
21.00, kodak/kodim01.png, 0.4313, 108.5633, 393216
21.00, kodak/kodim04.png, 0.1855, 67.2006, 393216
21.00, kodak/kodim14.png, 0.3397, 104.3050, 393216
21.00, kodak/kodim13.png, 0.6242, 155.4274, 393216
21.00, kodak/kodim06.png, 0.3201, 88.2552, 393216
21.00, kodak/kodim16.png, 0.1927, 70.7187, 393216
21.00, kodak/kodim07.png, 0.2160, 50.8146, 393216
22.00, kodak/kodim03.png, 0.1612, 41.1788, 393216
22.00, kodak/kodim08.png, 0.5212, 100.0139, 393216
22.00, kodak/kodim21.png, 0.3226, 70.1379, 393216
22.00, kodak/kodim18.png, 0.3929, 97.1515, 393216
22.00, kodak/kodim15.png, 0.1915, 55.4756, 393216
22.00, kodak/kodim09.png, 0.1810, 41.4623, 393216
22.00, kodak/kodim17.png, 0.2096, 61.5977, 393216
22.00, kodak/kodim20.png, 0.1891, 47.1561, 393216
22.00, kodak/kodim12.png, 0.1640, 49.6364, 393216
22.00, kodak/kodim22.png, 0.2649, 81.6049, 393216
22.00, kodak/kodim19.png, 0.2365, 69.5793, 393216
22.00, kodak/kodim02.png, 0.1729, 62.3539, 393216
22.00, kodak/kodim10.png, 0.1879, 51.1056, 393216
22.00, kodak/kodim05.png, 0.4998, 93.6440, 393216
22.00, kodak/kodim23.png, 0.1503, 36.1517, 393216
22.00, kodak/kodim11.png, 0.2797, 78.9461, 393216
22.00, kodak/kodim24.png, 0.3967, 94.8513, 393216
22.00, kodak/kodim01.png, 0.4564, 101.5283, 393216
22.00, kodak/kodim04.png, 0.1947, 61.9081, 393216
22.00, kodak/kodim14.png, 0.3583, 96.0155, 393216
22.00, kodak/kodim13.png, 0.6594, 144.5688, 393216
22.00, kodak/kodim06.png, 0.3380, 80.6711, 393216
22.00, kodak/kodim16.png, 0.2041, 64.6635, 393216
22.00, kodak/kodim07.png, 0.2252, 46.2654, 393216
23.00, kodak/kodim03.png, 0.1690, 38.5697, 393216
23.00, kodak/kodim08.png, 0.5436, 94.5545, 393216
23.00, kodak/kodim21.png, 0.3392, 66.2620, 393216
23.00, kodak/kodim18.png, 0.4131, 91.1468, 393216
23.00, kodak/kodim15.png, 0.2007, 53.8371, 393216
23.00, kodak/kodim09.png, 0.1875, 39.3263, 393216
23.00, kodak/kodim17.png, 0.2188, 58.2714, 393216
23.00, kodak/kodim20.png, 0.1980, 48.4427, 393216
23.00, kodak/kodim12.png, 0.1707, 49.1945, 393216
23.00, kodak/kodim22.png, 0.2794, 76.8125, 393216
23.00, kodak/kodim19.png, 0.2491, 65.2262, 393216
23.00, kodak/kodim02.png, 0.1820, 58.4306, 393216
23.00, kodak/kodim10.png, 0.1956, 48.5974, 393216
23.00, kodak/kodim05.png, 0.5226, 88.1110, 393216
23.00, kodak/kodim23.png, 0.1557, 34.5644, 393216
23.00, kodak/kodim11.png, 0.2947, 73.9721, 393216
23.00, kodak/kodim24.png, 0.4163, 89.0371, 393216
23.00, kodak/kodim01.png, 0.4825, 94.9241, 393216
23.00, kodak/kodim04.png, 0.2047, 57.9757, 393216
23.00, kodak/kodim14.png, 0.3772, 90.1532, 393216
23.00, kodak/kodim13.png, 0.6964, 135.3156, 393216
23.00, kodak/kodim06.png, 0.3562, 76.4166, 393216
23.00, kodak/kodim16.png, 0.2150, 61.0308, 393216
23.00, kodak/kodim07.png, 0.2347, 43.1081, 393216
24.00, kodak/kodim03.png, 0.1780, 34.9873, 393216
24.00, kodak/kodim08.png, 0.5709, 87.5868, 393216
24.00, kodak/kodim21.png, 0.3572, 61.2419, 393216
24.00, kodak/kodim18.png, 0.4363, 83.8294, 393216
24.00, kodak/kodim15.png, 0.2124, 48.4924, 393216
24.00, kodak/kodim09.png, 0.1967, 35.7628, 393216
24.00, kodak/kodim17.png, 0.2307, 52.6074, 393216
24.00, kodak/kodim20.png, 0.2089, 43.3575, 393216
24.00, kodak/kodim12.png, 0.1814, 44.5112, 393216
24.00, kodak/kodim22.png, 0.2977, 70.7175, 393216
24.00, kodak/kodim19.png, 0.2650, 60.1063, 393216
24.00, kodak/kodim02.png, 0.1943, 54.2216, 393216
24.00, kodak/kodim10.png, 0.2064, 43.6714, 393216
24.00, kodak/kodim05.png, 0.5492, 80.4999, 393216
24.00, kodak/kodim23.png, 0.1619, 32.4263, 393216
24.00, kodak/kodim11.png, 0.3119, 67.8744, 393216
24.00, kodak/kodim24.png, 0.4402, 81.2352, 393216
24.00, kodak/kodim01.png, 0.5126, 88.1628, 393216
24.00, kodak/kodim04.png, 0.2163, 53.3389, 393216
24.00, kodak/kodim14.png, 0.3995, 82.7325, 393216
24.00, kodak/kodim13.png, 0.7366, 125.0491, 393216
24.00, kodak/kodim06.png, 0.3776, 70.6000, 393216
24.00, kodak/kodim16.png, 0.2282, 55.7082, 393216
24.00, kodak/kodim07.png, 0.2465, 39.1150, 393216
25.00, kodak/kodim03.png, 0.1857, 33.3401, 393216
25.00, kodak/kodim08.png, 0.5957, 84.3545, 393216
25.00, kodak/kodim21.png, 0.3742, 58.3186, 393216
25.00, kodak/kodim18.png, 0.4571, 79.8767, 393216
25.00, kodak/kodim15.png, 0.2217, 47.3868, 393216
25.00, kodak/kodim09.png, 0.2043, 34.2130, 393216
25.00, kodak/kodim17.png, 0.2407, 50.5336, 393216
25.00, kodak/kodim20.png, 0.2186, 42.4573, 393216
25.00, kodak/kodim12.png, 0.1888, 43.4856, 393216
25.00, kodak/kodim22.png, 0.3144, 67.3946, 393216
25.00, kodak/kodim19.png, 0.2787, 57.5695, 393216
25.00, kodak/kodim02.png, 0.2034, 52.3202, 393216
25.00, kodak/kodim10.png, 0.2148, 41.5885, 393216
25.00, kodak/kodim05.png, 0.5728, 76.7961, 393216
25.00, kodak/kodim23.png, 0.1676, 30.8654, 393216
25.00, kodak/kodim11.png, 0.3282, 64.8528, 393216
25.00, kodak/kodim24.png, 0.4607, 77.4602, 393216
25.00, kodak/kodim01.png, 0.5411, 83.7272, 393216
25.00, kodak/kodim04.png, 0.2264, 50.8893, 393216
25.00, kodak/kodim14.png, 0.4197, 79.1376, 393216
25.00, kodak/kodim13.png, 0.7756, 117.9569, 393216
25.00, kodak/kodim06.png, 0.3976, 67.1436, 393216
25.00, kodak/kodim16.png, 0.2413, 53.3328, 393216
25.00, kodak/kodim07.png, 0.2560, 37.4007, 393216
26.00, kodak/kodim03.png, 0.1943, 30.5977, 393216
26.00, kodak/kodim08.png, 0.6252, 78.2436, 393216
26.00, kodak/kodim21.png, 0.3940, 54.1663, 393216
26.00, kodak/kodim18.png, 0.4819, 74.7033, 393216
26.00, kodak/kodim15.png, 0.2341, 43.8042, 393216
26.00, kodak/kodim09.png, 0.2133, 31.0119, 393216
26.00, kodak/kodim17.png, 0.2528, 46.7390, 393216
26.00, kodak/kodim20.png, 0.2305, 37.7374, 393216
26.00, kodak/kodim12.png, 0.1989, 38.3489, 393216
26.00, kodak/kodim22.png, 0.3351, 62.0470, 393216
26.00, kodak/kodim19.png, 0.2958, 52.8704, 393216
26.00, kodak/kodim02.png, 0.2159, 49.2317, 393216
26.00, kodak/kodim10.png, 0.2247, 37.7763, 393216
26.00, kodak/kodim05.png, 0.6001, 72.0722, 393216
26.00, kodak/kodim23.png, 0.1746, 28.4109, 393216
26.00, kodak/kodim11.png, 0.3472, 59.9772, 393216
26.00, kodak/kodim24.png, 0.4855, 71.0439, 393216
26.00, kodak/kodim01.png, 0.5740, 77.5952, 393216
26.00, kodak/kodim04.png, 0.2394, 47.1066, 393216
26.00, kodak/kodim14.png, 0.4446, 73.1633, 393216
26.00, kodak/kodim13.png, 0.8204, 109.4203, 393216
26.00, kodak/kodim06.png, 0.4194, 61.0592, 393216
26.00, kodak/kodim16.png, 0.2565, 48.8601, 393216
26.00, kodak/kodim07.png, 0.2671, 34.3685, 393216
27.00, kodak/kodim03.png, 0.2039, 28.5570, 393216
27.00, kodak/kodim08.png, 0.6536, 73.1829, 393216
27.00, kodak/kodim21.png, 0.4127, 50.9092, 393216
27.00, kodak/kodim18.png, 0.5075, 68.2710, 393216
27.00, kodak/kodim15.png, 0.2468, 40.2863, 393216
27.00, kodak/kodim09.png, 0.2227, 29.6222, 393216
27.00, kodak/kodim17.png, 0.2648, 41.9095, 393216
27.00, kodak/kodim20.png, 0.2430, 36.5493, 393216
27.00, kodak/kodim12.png, 0.2103, 37.5542, 393216
27.00, kodak/kodim22.png, 0.3554, 57.9916, 393216
27.00, kodak/kodim19.png, 0.3144, 49.3284, 393216
27.00, kodak/kodim02.png, 0.2287, 44.7106, 393216
27.00, kodak/kodim10.png, 0.2357, 35.7243, 393216
27.00, kodak/kodim05.png, 0.6271, 65.7532, 393216
27.00, kodak/kodim23.png, 0.1816, 26.8718, 393216
27.00, kodak/kodim11.png, 0.3664, 55.2838, 393216
27.00, kodak/kodim24.png, 0.5092, 66.1551, 393216
27.00, kodak/kodim01.png, 0.6059, 72.0420, 393216
27.00, kodak/kodim04.png, 0.2522, 43.3273, 393216
27.00, kodak/kodim14.png, 0.4701, 67.2213, 393216
27.00, kodak/kodim13.png, 0.8628, 101.7976, 393216
27.00, kodak/kodim06.png, 0.4425, 57.3470, 393216
27.00, kodak/kodim16.png, 0.2721, 45.5354, 393216
27.00, kodak/kodim07.png, 0.2792, 31.9678, 393216
28.00, kodak/kodim03.png, 0.2110, 26.9163, 393216
28.00, kodak/kodim08.png, 0.6796, 70.5829, 393216
28.00, kodak/kodim21.png, 0.4306, 48.3468, 393216
28.00, kodak/kodim18.png, 0.5313, 64.9084, 393216
28.00, kodak/kodim15.png, 0.2576, 40.1220, 393216
28.00, kodak/kodim09.png, 0.2305, 28.0488, 393216
28.00, kodak/kodim17.png, 0.2753, 40.5097, 393216
28.00, kodak/kodim20.png, 0.2534, 36.8082, 393216
28.00, kodak/kodim12.png, 0.2181, 36.2293, 393216
28.00, kodak/kodim22.png, 0.3743, 54.8037, 393216
28.00, kodak/kodim19.png, 0.3296, 46.6852, 393216
28.00, kodak/kodim02.png, 0.2416, 42.7355, 393216
28.00, kodak/kodim10.png, 0.2438, 33.7086, 393216
28.00, kodak/kodim05.png, 0.6506, 63.6850, 393216
28.00, kodak/kodim23.png, 0.1870, 25.3602, 393216
28.00, kodak/kodim11.png, 0.3835, 52.3159, 393216
28.00, kodak/kodim24.png, 0.5306, 62.8973, 393216
28.00, kodak/kodim01.png, 0.6353, 68.3244, 393216
28.00, kodak/kodim04.png, 0.2644, 41.0655, 393216
28.00, kodak/kodim14.png, 0.4920, 63.9581, 393216
28.00, kodak/kodim13.png, 0.9034, 95.6444, 393216
28.00, kodak/kodim06.png, 0.4628, 54.4194, 393216
28.00, kodak/kodim16.png, 0.2854, 42.9107, 393216
28.00, kodak/kodim07.png, 0.2888, 30.1978, 393216
29.00, kodak/kodim03.png, 0.2214, 26.8109, 393216
29.00, kodak/kodim08.png, 0.7119, 67.8834, 393216
29.00, kodak/kodim21.png, 0.4518, 47.2834, 393216
29.00, kodak/kodim18.png, 0.5573, 60.7160, 393216
29.00, kodak/kodim15.png, 0.2704, 39.2844, 393216
29.00, kodak/kodim09.png, 0.2410, 29.0336, 393216
29.00, kodak/kodim17.png, 0.2896, 37.7305, 393216
29.00, kodak/kodim20.png, 0.2668, 37.8345, 393216
29.00, kodak/kodim12.png, 0.2292, 37.5831, 393216
29.00, kodak/kodim22.png, 0.3958, 52.8571, 393216
29.00, kodak/kodim19.png, 0.3485, 45.6125, 393216
29.00, kodak/kodim02.png, 0.2559, 39.9659, 393216
29.00, kodak/kodim10.png, 0.2552, 33.7555, 393216
29.00, kodak/kodim05.png, 0.6804, 59.4159, 393216
29.00, kodak/kodim23.png, 0.1952, 25.7197, 393216
29.00, kodak/kodim11.png, 0.4038, 49.8585, 393216
29.00, kodak/kodim24.png, 0.5570, 60.0756, 393216
29.00, kodak/kodim01.png, 0.6688, 65.2622, 393216
29.00, kodak/kodim04.png, 0.2790, 39.2300, 393216
29.00, kodak/kodim14.png, 0.5177, 60.6358, 393216
29.00, kodak/kodim13.png, 0.9499, 90.3270, 393216
29.00, kodak/kodim06.png, 0.4875, 53.1092, 393216
29.00, kodak/kodim16.png, 0.3021, 41.4804, 393216
29.00, kodak/kodim07.png, 0.3019, 29.4861, 393216
30.00, kodak/kodim03.png, 0.2326, 23.5017, 393216
30.00, kodak/kodim08.png, 0.7474, 61.2727, 393216
30.00, kodak/kodim21.png, 0.4748, 41.9531, 393216
30.00, kodak/kodim18.png, 0.5862, 56.2646, 393216
30.00, kodak/kodim15.png, 0.2852, 33.9847, 393216
30.00, kodak/kodim09.png, 0.2523, 25.2841, 393216
30.00, kodak/kodim17.png, 0.3040, 34.1947, 393216
30.00, kodak/kodim20.png, 0.2816, 31.4822, 393216
30.00, kodak/kodim12.png, 0.2429, 32.0785, 393216
30.00, kodak/kodim22.png, 0.4202, 48.0172, 393216
30.00, kodak/kodim19.png, 0.3704, 41.1840, 393216
30.00, kodak/kodim02.png, 0.2720, 36.8166, 393216
30.00, kodak/kodim10.png, 0.2679, 29.4519, 393216
30.00, kodak/kodim05.png, 0.7134, 54.1676, 393216
30.00, kodak/kodim23.png, 0.2033, 22.7668, 393216
30.00, kodak/kodim11.png, 0.4280, 44.8031, 393216
30.00, kodak/kodim24.png, 0.5848, 54.1225, 393216
30.00, kodak/kodim01.png, 0.7087, 59.2096, 393216
30.00, kodak/kodim04.png, 0.2948, 35.7096, 393216
30.00, kodak/kodim14.png, 0.5474, 55.4406, 393216
30.00, kodak/kodim13.png, 1.0016, 82.4936, 393216
30.00, kodak/kodim06.png, 0.5160, 47.1650, 393216
30.00, kodak/kodim16.png, 0.3213, 36.7797, 393216
30.00, kodak/kodim07.png, 0.3154, 26.1600, 393216
31.00, kodak/kodim03.png, 0.2418, 21.5361, 393216
31.00, kodak/kodim08.png, 0.7769, 57.3839, 393216
31.00, kodak/kodim21.png, 0.4948, 39.1513, 393216
31.00, kodak/kodim18.png, 0.6126, 52.7939, 393216
31.00, kodak/kodim15.png, 0.2986, 31.6926, 393216
31.00, kodak/kodim09.png, 0.2613, 23.2815, 393216
31.00, kodak/kodim17.png, 0.3165, 31.7718, 393216
31.00, kodak/kodim20.png, 0.2942, 28.7107, 393216
31.00, kodak/kodim12.png, 0.2538, 29.4212, 393216
31.00, kodak/kodim22.png, 0.4415, 44.6601, 393216
31.00, kodak/kodim19.png, 0.3887, 38.3067, 393216
31.00, kodak/kodim02.png, 0.2864, 34.3665, 393216
31.00, kodak/kodim10.png, 0.2777, 27.0975, 393216
31.00, kodak/kodim05.png, 0.7405, 50.9099, 393216
31.00, kodak/kodim23.png, 0.2106, 20.7386, 393216
31.00, kodak/kodim11.png, 0.4483, 41.7521, 393216
31.00, kodak/kodim24.png, 0.6103, 50.3832, 393216
31.00, kodak/kodim01.png, 0.7419, 55.4594, 393216
31.00, kodak/kodim04.png, 0.3092, 33.0847, 393216
31.00, kodak/kodim14.png, 0.5734, 51.6619, 393216
31.00, kodak/kodim13.png, 1.0447, 76.9808, 393216
31.00, kodak/kodim06.png, 0.5377, 43.7375, 393216
31.00, kodak/kodim16.png, 0.3366, 34.1120, 393216
31.00, kodak/kodim07.png, 0.3275, 23.9034, 393216
32.00, kodak/kodim03.png, 0.2533, 20.3057, 393216
32.00, kodak/kodim08.png, 0.8135, 54.0526, 393216
32.00, kodak/kodim21.png, 0.5194, 36.7416, 393216
32.00, kodak/kodim18.png, 0.6439, 49.2521, 393216
32.00, kodak/kodim15.png, 0.3146, 30.3823, 393216
32.00, kodak/kodim09.png, 0.2720, 22.1226, 393216
32.00, kodak/kodim17.png, 0.3324, 29.7641, 393216
32.00, kodak/kodim20.png, 0.3091, 28.2151, 393216
32.00, kodak/kodim12.png, 0.2672, 28.2175, 393216
32.00, kodak/kodim22.png, 0.4668, 42.0138, 393216
32.00, kodak/kodim19.png, 0.4113, 36.0308, 393216
32.00, kodak/kodim02.png, 0.3042, 32.6983, 393216
32.00, kodak/kodim10.png, 0.2903, 25.6118, 393216
32.00, kodak/kodim05.png, 0.7735, 47.5595, 393216
32.00, kodak/kodim23.png, 0.2195, 19.8372, 393216
32.00, kodak/kodim11.png, 0.4723, 39.1225, 393216
32.00, kodak/kodim24.png, 0.6404, 47.1068, 393216
32.00, kodak/kodim01.png, 0.7842, 51.5431, 393216
32.00, kodak/kodim04.png, 0.3252, 31.2712, 393216
32.00, kodak/kodim14.png, 0.6048, 48.2267, 393216
32.00, kodak/kodim13.png, 1.0996, 71.3517, 393216
32.00, kodak/kodim06.png, 0.5651, 41.4018, 393216
32.00, kodak/kodim16.png, 0.3562, 31.7710, 393216
32.00, kodak/kodim07.png, 0.3417, 22.4092, 393216
33.00, kodak/kodim03.png, 0.2626, 18.7773, 393216
33.00, kodak/kodim08.png, 0.8451, 50.7685, 393216
33.00, kodak/kodim21.png, 0.5390, 34.4798, 393216
33.00, kodak/kodim18.png, 0.6695, 46.4363, 393216
33.00, kodak/kodim15.png, 0.3279, 28.3186, 393216
33.00, kodak/kodim09.png, 0.2826, 20.2395, 393216
33.00, kodak/kodim17.png, 0.3459, 27.7273, 393216
33.00, kodak/kodim20.png, 0.3217, 25.7807, 393216
33.00, kodak/kodim12.png, 0.2795, 25.5717, 393216
33.00, kodak/kodim22.png, 0.4889, 39.2265, 393216
33.00, kodak/kodim19.png, 0.4307, 33.4570, 393216
33.00, kodak/kodim02.png, 0.3201, 31.2711, 393216
33.00, kodak/kodim10.png, 0.3026, 23.4881, 393216
33.00, kodak/kodim05.png, 0.8010, 45.0906, 393216
33.00, kodak/kodim23.png, 0.2277, 18.0967, 393216
33.00, kodak/kodim11.png, 0.4931, 36.7810, 393216
33.00, kodak/kodim24.png, 0.6646, 44.2368, 393216
33.00, kodak/kodim01.png, 0.8147, 48.5042, 393216
33.00, kodak/kodim04.png, 0.3401, 29.1992, 393216
33.00, kodak/kodim14.png, 0.6322, 45.2421, 393216
33.00, kodak/kodim13.png, 1.1412, 67.0670, 393216
33.00, kodak/kodim06.png, 0.5875, 38.3904, 393216
33.00, kodak/kodim16.png, 0.3736, 29.5566, 393216
33.00, kodak/kodim07.png, 0.3540, 20.7337, 393216
34.00, kodak/kodim03.png, 0.2745, 18.1667, 393216
34.00, kodak/kodim08.png, 0.8805, 48.8919, 393216
34.00, kodak/kodim21.png, 0.5634, 32.9516, 393216
34.00, kodak/kodim18.png, 0.7014, 43.8650, 393216
34.00, kodak/kodim15.png, 0.3455, 27.9187, 393216
34.00, kodak/kodim09.png, 0.2942, 20.2068, 393216
34.00, kodak/kodim17.png, 0.3625, 26.2967, 393216
34.00, kodak/kodim20.png, 0.3381, 27.4507, 393216
34.00, kodak/kodim12.png, 0.2936, 25.9972, 393216
34.00, kodak/kodim22.png, 0.5158, 37.6644, 393216
34.00, kodak/kodim19.png, 0.4546, 32.2157, 393216
34.00, kodak/kodim02.png, 0.3386, 29.5777, 393216
34.00, kodak/kodim10.png, 0.3165, 22.8157, 393216
34.00, kodak/kodim05.png, 0.8347, 42.6064, 393216
34.00, kodak/kodim23.png, 0.2369, 18.0478, 393216
34.00, kodak/kodim11.png, 0.5184, 34.8106, 393216
34.00, kodak/kodim24.png, 0.6954, 42.0489, 393216
34.00, kodak/kodim01.png, 0.8561, 45.6658, 393216
34.00, kodak/kodim04.png, 0.3581, 28.0086, 393216
34.00, kodak/kodim14.png, 0.6636, 42.8691, 393216
34.00, kodak/kodim13.png, 1.1939, 63.1717, 393216
34.00, kodak/kodim06.png, 0.6163, 37.3619, 393216
34.00, kodak/kodim16.png, 0.3945, 28.0507, 393216
34.00, kodak/kodim07.png, 0.3688, 20.1205, 393216
35.00, kodak/kodim03.png, 0.2845, 17.0975, 393216
35.00, kodak/kodim08.png, 0.9166, 45.8700, 393216
35.00, kodak/kodim21.png, 0.5859, 31.0896, 393216
35.00, kodak/kodim18.png, 0.7306, 41.2997, 393216
35.00, kodak/kodim15.png, 0.3599, 26.0926, 393216
35.00, kodak/kodim09.png, 0.3055, 18.9244, 393216
35.00, kodak/kodim17.png, 0.3771, 24.5630, 393216
35.00, kodak/kodim20.png, 0.3533, 24.9277, 393216
35.00, kodak/kodim12.png, 0.3070, 24.4319, 393216
35.00, kodak/kodim22.png, 0.5406, 35.4640, 393216
35.00, kodak/kodim19.png, 0.4770, 30.2928, 393216
35.00, kodak/kodim02.png, 0.3561, 27.8024, 393216
35.00, kodak/kodim10.png, 0.3286, 21.5074, 393216
35.00, kodak/kodim05.png, 0.8673, 40.0253, 393216
35.00, kodak/kodim23.png, 0.2451, 16.9355, 393216
35.00, kodak/kodim11.png, 0.5423, 32.7787, 393216
35.00, kodak/kodim24.png, 0.7252, 39.2850, 393216
35.00, kodak/kodim01.png, 0.8942, 42.7740, 393216
35.00, kodak/kodim04.png, 0.3750, 26.2608, 393216
35.00, kodak/kodim14.png, 0.6932, 40.3818, 393216
35.00, kodak/kodim13.png, 1.2447, 59.1815, 393216
35.00, kodak/kodim06.png, 0.6444, 34.7650, 393216
35.00, kodak/kodim16.png, 0.4140, 26.2334, 393216
35.00, kodak/kodim07.png, 0.3821, 18.9253, 393216
36.00, kodak/kodim03.png, 0.2969, 16.0049, 393216
36.00, kodak/kodim08.png, 0.9582, 42.7993, 393216
36.00, kodak/kodim21.png, 0.6116, 29.1010, 393216
36.00, kodak/kodim18.png, 0.7642, 39.6833, 393216
36.00, kodak/kodim15.png, 0.3779, 25.1131, 393216
36.00, kodak/kodim09.png, 0.3182, 17.2293, 393216
36.00, kodak/kodim17.png, 0.3944, 23.9176, 393216
36.00, kodak/kodim20.png, 0.3704, 22.5366, 393216
36.00, kodak/kodim12.png, 0.3224, 21.6738, 393216
36.00, kodak/kodim22.png, 0.5709, 32.8131, 393216
36.00, kodak/kodim19.png, 0.5026, 28.0568, 393216
36.00, kodak/kodim02.png, 0.3785, 26.9046, 393216
36.00, kodak/kodim10.png, 0.3434, 19.7200, 393216
36.00, kodak/kodim05.png, 0.9019, 38.3904, 393216
36.00, kodak/kodim23.png, 0.2544, 15.8466, 393216
36.00, kodak/kodim11.png, 0.5705, 31.1994, 393216
36.00, kodak/kodim24.png, 0.7564, 36.6836, 393216
36.00, kodak/kodim01.png, 0.9363, 39.7788, 393216
36.00, kodak/kodim04.png, 0.3947, 24.8011, 393216
36.00, kodak/kodim14.png, 0.7290, 37.9508, 393216
36.00, kodak/kodim13.png, 1.2990, 54.9946, 393216
36.00, kodak/kodim06.png, 0.6748, 31.7945, 393216
36.00, kodak/kodim16.png, 0.4371, 24.5380, 393216
36.00, kodak/kodim07.png, 0.3972, 17.5202, 393216
37.00, kodak/kodim03.png, 0.3099, 15.0186, 393216
37.00, kodak/kodim08.png, 0.9990, 40.0834, 393216
37.00, kodak/kodim21.png, 0.6386, 27.2021, 393216
37.00, kodak/kodim18.png, 0.7988, 36.2480, 393216
37.00, kodak/kodim15.png, 0.3969, 22.9578, 393216
37.00, kodak/kodim09.png, 0.3313, 16.8148, 393216
37.00, kodak/kodim17.png, 0.4134, 21.2244, 393216
37.00, kodak/kodim20.png, 0.3887, 21.3988, 393216
37.00, kodak/kodim12.png, 0.3399, 21.1500, 393216
37.00, kodak/kodim22.png, 0.6015, 30.6859, 393216
37.00, kodak/kodim19.png, 0.5299, 26.4992, 393216
