hash,level,bpp,mse
32, 88, 208, 0, 0.1571, 117.0414
32, 88, 208, 1, 0.2319, 82.8900
32, 88, 208, 2, 0.3447, 67.7426
32, 88, 208, 3, 0.5037, 44.3992
32, 88, 208, 4, 0.7064, 34.7242
32, 88, 208, 5, 0.9626, 30.1917
32, 88, 208, 6, 1.2749, 27.8059
32, 88, 208, 7, 1.6281, 26.7934
32, 88, 216, 0, 0.1571, 116.9343
32, 88, 216, 1, 0.2319, 82.8062
32, 88, 216, 2, 0.3447, 67.6702
32, 88, 216, 3, 0.5037, 44.3340
32, 88, 216, 4, 0.7064, 34.6610
32, 88, 216, 5, 0.9626, 30.1326
32, 88, 216, 6, 1.2749, 27.7466
32, 88, 216, 7, 1.6281, 26.7349
32, 88, 224, 0, 0.1571, 116.9118
32, 88, 224, 1, 0.2319, 82.7660
32, 88, 224, 2, 0.3447, 67.6162
32, 88, 224, 3, 0.5037, 44.2937
32, 88, 224, 4, 0.7064, 34.6281
32, 88, 224, 5, 0.9626, 30.1043
32, 88, 224, 6, 1.2749, 27.7214
32, 88, 224, 7, 1.6281, 26.7119
32, 88, 232, 0, 0.1571, 116.7826
32, 88, 232, 1, 0.2319, 82.6420
32, 88, 232, 2, 0.3447, 67.5188
32, 88, 232, 3, 0.5037, 44.2398
32, 88, 232, 4, 0.7064, 34.5992
32, 88, 232, 5, 0.9626, 30.0846
32, 88, 232, 6, 1.2749, 27.7082
32, 88, 232, 7, 1.6281, 26.7003
32, 88, 240, 0, 0.1571, 116.8708
32, 88, 240, 1, 0.2319, 82.6393
32, 88, 240, 2, 0.3447, 67.5050
32, 88, 240, 3, 0.5037, 44.2134
32, 88, 240, 4, 0.7064, 34.5724
32, 88, 240, 5, 0.9626, 30.0596
32, 88, 240, 6, 1.2749, 27.6890
32, 88, 240, 7, 1.6281, 26.6814
32, 88, 248, 0, 0.1571, 116.8360
32, 88, 248, 1, 0.2319, 82.6089
32, 88, 248, 2, 0.3447, 67.4850
32, 88, 248, 3, 0.5037, 44.1991
32, 88, 248, 4, 0.7064, 34.5621
32, 88, 248, 5, 0.9626, 30.0493
32, 88, 248, 6, 1.2749, 27.6813
32, 88, 248, 7, 1.6281, 26.6727
32, 88, 256, 0, 0.1571, 116.8362
32, 88, 256, 1, 0.2319, 82.6049
32, 88, 256, 2, 0.3447, 67.4771
32, 88, 256, 3, 0.5037, 44.1936
32, 88, 256, 4, 0.7064, 34.5582
32, 88, 256, 5, 0.9626, 30.0462
32, 88, 256, 6, 1.2749, 27.6781
32, 88, 256, 7, 1.6281, 26.6688
32, 96, 32, 0, 0.1571, 126.8442
32, 96, 32, 1, 0.2319, 92.1459
32, 96, 32, 2, 0.3447, 76.5648
32, 96, 32, 3, 0.5037, 52.2817
32, 96, 32, 4, 0.7064, 41.6775
32, 96, 32, 5, 0.9626, 36.7912
32, 96, 32, 6, 1.2749, 33.5932
32, 96, 32, 7, 1.6281, 32.0681
32, 96, 40, 0, 0.1571, 121.6269
32, 96, 40, 1, 0.2319, 87.5593
32, 96, 40, 2, 0.3447, 73.0577
32, 96, 40, 3, 0.5037, 48.7495
32, 96, 40, 4, 0.7064, 38.7161
32, 96, 40, 5, 0.9626, 33.8673
32, 96, 40, 6, 1.2749, 31.2142
32, 96, 40, 7, 1.6281, 29.9355
32, 96, 48, 0, 0.1571, 120.4686
32, 96, 48, 1, 0.2319, 86.6725
32, 96, 48, 2, 0.3447, 72.1631
32, 96, 48, 3, 0.5037, 47.9241
32, 96, 48, 4, 0.7064, 37.9930
32, 96, 48, 5, 0.9626, 33.1473
32, 96, 48, 6, 1.2749, 30.5656
32, 96, 48, 7, 1.6281, 29.3060
